Mes,Departamento de residencia,Total,Hombres,Mujeres,Anio
Febrero,Santa Rosa,483,227,256,21
Febrero,Sololá,666,322,344,21
Febrero,Totonicapán,859,447,412,21
Febrero,Quetzaltenango,1236,639,597,21
Febrero,Suchitepéquez,827,426,401,21
Febrero,Retalhuleu,430,221,209,21
Febrero,San Marcos,1874,892,982,21
Febrero,Huehuetenango,2598,1325,1273,21
Febrero,Quiché,2092,1071,1021,21
Febrero,Baja Verapaz,525,267,258,21
Febrero,Alta Verapaz,2318,1140,1178,21
Febrero,Petén,899,452,447,21
Febrero,Izabal,566,293,273,21
Febrero,Zacapa,388,185,203,21
Febrero,Chiquimula,770,392,378,21
Febrero,Jalapa,610,304,306,21
Febrero,Jutiapa,723,371,352,21
Febrero,Extranjero,19,8,11,21
Febrero,Ignorado,4,1,3,21
Marzo,Todos los departamentos,27474,13829,13645,21
Marzo,Guatemala,3896,1895,2001,21
Marzo,El Progreso,247,119,128,21
Marzo,Sacatepéquez,456,246,210,21
Marzo,Chimaltenango,1145,587,558,21
Marzo,Escuintla,1060,538,522,21
Marzo,Santa Rosa,592,305,287,21
Marzo,Sololá,789,424,365,21
Marzo,Totonicapán,1007,509,498,21
Marzo,Quetzaltenango,1419,721,698,21
Marzo,Suchitepéquez,984,512,472,21
Marzo,Retalhuleu,579,311,268,21
Marzo,San Marcos,2156,1065,1091,21
Marzo,Huehuetenango,2957,1467,1490,21
Marzo,Quiché,2457,1224,1233,21
Marzo,Baja Verapaz,595,309,286,21
Marzo,Alta Verapaz,2574,1285,1289,21
Marzo,Petén,1091,558,533,21
Marzo,Izabal,650,345,305,21
Marzo,Zacapa,442,214,228,21
Marzo,Chiquimula,864,435,429,21
Marzo,Jalapa,680,338,342,21
Marzo,Jutiapa,801,402,399,21
Marzo,Extranjero,26,16,10,21
Marzo,Ignorado,7,4,3,21
Abril,Todos los departamentos,27110,13667,13443,21
Abril,Guatemala,3954,2015,1939,21
Abril,El Progreso,226,115,111,21
Abril,Sacatepéquez,428,206,222,21
Abril,Chimaltenango,1128,569,559,21
Abril,Escuintla,1135,572,563,21
Abril,Santa Rosa,599,312,287,21
Abril,Sololá,782,411,371,21
Abril,Totonicapán,992,513,479,21
Abril,Quetzaltenango,1387,689,698,21
Abril,Suchitepéquez,986,506,480,21
Abril,Retalhuleu,543,269,274,21
Abril,San Marcos,2066,1045,1021,21
Abril,Huehuetenango,2745,1358,1387,21
Abril,Quiché,2353,1156,1197,21
Abril,Baja Verapaz,575,281,294,21
Abril,Alta Verapaz,2691,1366,1325,21
Abril,Petén,1088,563,525,21
Abril,Izabal,741,364,377,21
Abril,Zacapa,426,220,206,21
Abril,Chiquimula,771,374,397,21
Abril,Jalapa,687,328,359,21
Abril,Jutiapa,785,425,360,21
Abril,Extranjero,17,8,9,21
Abril,Ignorado,5,2,3,21
Mayo,Todos los departamentos,28732,14741,13991,21
Mayo,Guatemala,4388,2220,2168,21
Mayo,El Progreso,269,144,125,21
Mayo,Sacatepéquez,496,250,246,21
Mayo,Chimaltenango,1136,576,560,21
Mayo,Escuintla,1187,621,566,21
Mayo,Santa Rosa,637,318,319,21
Mayo,Sololá,803,398,405,21
Mayo,Totonicapán,992,532,460,21
Mayo,Quetzaltenango,1469,743,726,21
Mayo,Suchitepéquez,1016,512,504,21
Mayo,Retalhuleu,634,325,309,21
Mayo,San Marcos,2209,1141,1068,21
Mayo,Huehuetenango,3038,1545,1493,21
Mayo,Quiché,2479,1258,1221,21
Mayo,Baja Verapaz,630,329,301,21
Mayo,Alta Verapaz,2734,1400,1334,21
Mayo,Petén,1106,569,537,21
Mayo,Izabal,715,381,334,21
Mayo,Zacapa,417,212,205,21
Mayo,Chiquimula,818,444,374,21
Mayo,Jalapa,700,365,335,21
Mayo,Jutiapa,820,430,390,21
Mayo,Extranjero,35,26,9,21
Mayo,Ignorado,4,2,2,21
Junio,Todos los departamentos,28302,14088,14214,21
Junio,Guatemala,4249,2093,2156,21
Junio,El Progreso,285,144,141,21
Junio,Sacatepéquez,487,237,250,21
Junio,Chimaltenango,1113,544,569,21
Junio,Escuintla,1212,590,622,21
Junio,Santa Rosa,600,289,311,21
Junio,Sololá,737,358,379,21
Junio,Totonicapán,989,500,489,21
Junio,Quetzaltenango,1454,705,749,21
Junio,Suchitepéquez,1046,522,524,21
Junio,Retalhuleu,606,279,327,21
Junio,San Marcos,2230,1114,1116,21
Junio,Huehuetenango,2901,1457,1444,21
Junio,Quiché,2504,1264,1240,21
Junio,Baja Verapaz,642,326,316,21
Junio,Alta Verapaz,2599,1339,1260,21
Junio,Petén,1095,527,568,21
Junio,Izabal,730,386,344,21
Junio,Zacapa,415,214,201,21
Junio,Chiquimula,864,409,455,21
Junio,Jalapa,717,373,344,21
Junio,Jutiapa,796,409,387,21
Junio,Extranjero,26,8,18,21
Junio,Ignorado,5,1,4,21
Julio,Todos los departamentos,30089,15230,14859,21
Julio,Guatemala,4389,2252,2137,21
Julio,El Progreso,298,136,162,21
Julio,Sacatepéquez,508,259,249,21
Julio,Chimaltenango,1298,657,641,21
Julio,Escuintla,1222,614,608,21
Julio,Santa Rosa,680,342,338,21
Julio,Sololá,853,443,410,21
Julio,Totonicapán,1066,530,536,21
Julio,Quetzaltenango,1483,765,718,21
Julio,Suchitepéquez,1107,571,536,21
Julio,Retalhuleu,562,285,277,21
Julio,San Marcos,2284,1136,1148,21
Julio,Huehuetenango,3136,1562,1574,21
Julio,Quiché,2529,1301,1228,21
Julio,Baja Verapaz,677,355,322,21
Julio,Alta Verapaz,2941,1451,1490,21
Julio,Petén,1271,662,609,21
Julio,Izabal,758,395,363,21
Julio,Zacapa,447,229,218,21
Julio,Chiquimula,902,458,444,21
Julio,Jalapa,748,364,384,21
Julio,Jutiapa,891,441,450,21
Julio,Extranjero,33,19,14,21
Julio,Ignorado,6,3,3,21
Agosto,Todos los departamentos,30886,15770,15116,21
Agosto,Guatemala,4693,2377,2316,21
Agosto,El Progreso,324,165,159,21
Agosto,Sacatepéquez,552,300,252,21
Agosto,Chimaltenango,1256,652,604,21
Agosto,Escuintla,1361,686,675,21
Agosto,Santa Rosa,715,380,335,21
Agosto,Sololá,844,430,414,21
Agosto,Totonicapán,1089,583,506,21
Agosto,Quetzaltenango,1570,807,763,21
Agosto,Suchitepéquez,1079,520,559,21
Agosto,Retalhuleu,660,349,311,21
Agosto,San Marcos,2227,1155,1072,21
Agosto,Huehuetenango,3198,1602,1596,21
Agosto,Quiché,2535,1269,1266,21
Agosto,Baja Verapaz,641,339,302,21
Agosto,Alta Verapaz,2957,1499,1458,21
Agosto,Petén,1321,692,629,21
Agosto,Izabal,889,476,413,21
Agosto,Zacapa,475,229,246,21
Agosto,Chiquimula,894,439,455,21
Agosto,Jalapa,699,355,344,21
Agosto,Jutiapa,874,449,425,21
Agosto,Extranjero,24,12,12,21
Agosto,Ignorado,9,5,4,21
Septiembre,Todos los departamentos,32497,16537,15960,21
Septiembre,Guatemala,4852,2475,2377,21
Septiembre,El Progreso,352,180,172,21
Septiembre,Sacatepéquez,532,266,266,21
Septiembre,Chimaltenango,1314,646,668,21
Septiembre,Escuintla,1307,663,644,21
Septiembre,Santa Rosa,672,329,343,21
Septiembre,Sololá,882,470,412,21
Septiembre,Totonicapán,1103,600,503,21
Septiembre,Quetzaltenango,1756,884,872,21
Septiembre,Suchitepéquez,1169,624,545,21
Septiembre,Retalhuleu,638,318,320,21
Septiembre,San Marcos,2364,1226,1138,21
Septiembre,Huehuetenango,3232,1643,1589,21
Septiembre,Quiché,2678,1330,1348,21
Septiembre,Baja Verapaz,667,308,359,21
Septiembre,Alta Verapaz,3198,1621,1577,21
Septiembre,Petén,1408,712,696,21
Septiembre,Izabal,949,476,473,21
Septiembre,Zacapa,549,287,262,21
Septiembre,Chiquimula,986,505,481,21
Septiembre,Jalapa,859,436,423,21
Septiembre,Jutiapa,997,526,471,21
Septiembre,Extranjero,26,11,15,21
Septiembre,Ignorado,7,1,6,21
Octubre,Todos los departamentos,30863,15505,15358,21
Octubre,Guatemala,4520,2303,2217,21
Octubre,El Progreso,329,154,175,21
Octubre,Sacatepéquez,504,251,253,21
Octubre,Chimaltenango,1273,630,643,21
Octubre,Escuintla,1246,618,628,21
Octubre,Santa Rosa,676,336,340,21
Octubre,Sololá,870,431,439,21
Octubre,Totonicapán,1052,513,539,21
Octubre,Quetzaltenango,1626,782,844,21
Octubre,Suchitepéquez,1129,555,574,21
Octubre,Retalhuleu,597,313,284,21
Octubre,San Marcos,2281,1176,1105,21
Octubre,Huehuetenango,3058,1550,1508,21
Octubre,Quiché,2473,1242,1231,21
Octubre,Baja Verapaz,678,311,367,21
Octubre,Alta Verapaz,2966,1530,1436,21
Octubre,Petén,1412,720,692,21
Octubre,Izabal,900,455,445,21
Octubre,Zacapa,529,271,258,21
Octubre,Chiquimula,934,460,474,21
Octubre,Jalapa,838,411,427,21
Octubre,Jutiapa,939,475,464,21
Octubre,Extranjero,29,15,14,21
Octubre,Ignorado,4,3,1,21
Noviembre,Todos los departamentos,29554,15080,14474,21
Noviembre,Guatemala,4488,2260,2228,21
Noviembre,El Progreso,294,141,153,21
Noviembre,Sacatepéquez,540,287,253,21
Noviembre,Chimaltenango,1211,616,595,21
Noviembre,Escuintla,1229,630,599,21
Noviembre,Santa Rosa,669,358,311,21
Noviembre,Sololá,824,432,392,21
Noviembre,Totonicapán,978,486,492,21
Noviembre,Quetzaltenango,1589,814,775,21
Noviembre,Suchitepéquez,1015,515,500,21
Noviembre,Retalhuleu,589,299,290,21
Noviembre,San Marcos,2242,1165,1077,21
Noviembre,Huehuetenango,2994,1521,1473,21
Noviembre,Quiché,2472,1243,1229,21
Noviembre,Baja Verapaz,607,326,281,21
Noviembre,Alta Verapaz,2775,1432,1343,21
Noviembre,Petén,1232,625,607,21
Noviembre,Izabal,803,390,413,21
Noviembre,Zacapa,455,255,200,21
Noviembre,Chiquimula,874,457,417,21
Noviembre,Jalapa,752,358,394,21
Noviembre,Jutiapa,874,450,424,21
Noviembre,Extranjero,36,15,21,21
Noviembre,Ignorado,12,5,7,21
Diciembre,Todos los departamentos,29452,14946,14506,21
Diciembre,Guatemala,4495,2293,2202,21
Diciembre,El Progreso,304,164,140,21
Diciembre,Sacatepéquez,488,251,237,21
Diciembre,Chimaltenango,1262,643,619,21
Diciembre,Escuintla,1259,617,642,21
Diciembre,Santa Rosa,642,343,299,21
Diciembre,Sololá,812,418,394,21
Diciembre,Totonicapán,1042,525,517,21
Diciembre,Quetzaltenango,1553,786,767,21
Diciembre,Suchitepéquez,1066,535,531,21
Diciembre,Retalhuleu,577,284,293,21
Diciembre,San Marcos,2191,1104,1087,21
Diciembre,Huehuetenango,2860,1449,1411,21
Diciembre,Quiché,2411,1178,1233,21
Diciembre,Baja Verapaz,627,314,313,21
Diciembre,Alta Verapaz,2888,1501,1387,21
Diciembre,Petén,1171,596,575,21
Diciembre,Izabal,760,374,386,21
Diciembre,Zacapa,460,230,230,21
Diciembre,Chiquimula,845,434,411,21
Diciembre,Jalapa,796,410,386,21
Diciembre,Jutiapa,901,475,426,21
Diciembre,Extranjero,34,16,18,21
Diciembre,Ignorado,8,6,2,21
