Mes,Departamento de residencia,Total,Hombres,Mujeres,Anio
Todos los meses,Jutiapa,11239,5759,5480,15
Todos los meses,Extranjero,107,63,44,15
Todos los meses,Ignorado,29,10,19,15
Enero,Todos los departamentos,33495,17029,16466,15
Enero,Guatemala,5619,2877,2742,15
Enero,El Progreso,360,173,187,15
Enero,Sacatepéquez,651,356,295,15
Enero,Chimaltenango,1365,664,701,15
Enero,Escuintla,1355,682,673,15
Enero,Santa Rosa,802,388,414,15
Enero,Sololá,898,452,446,15
Enero,Totonicapán,1047,550,497,15
Enero,Quetzaltenango,1805,910,895,15
Enero,Suchitepéquez,1185,606,579,15
Enero,Retalhuleu,681,345,336,15
Enero,San Marcos,2730,1398,1332,15
Enero,Huehuetenango,3464,1758,1706,15
Enero,Quiché,2612,1315,1297,15
Enero,Baja Verapaz,647,349,298,15
Enero,Alta Verapaz,2880,1432,1448,15
Enero,Petén,1191,599,592,15
Enero,Izabal,864,440,424,15
Enero,Zacapa,510,258,252,15
Enero,Chiquimula,947,483,464,15
Enero,Jalapa,832,441,391,15
Enero,Jutiapa,1032,548,484,15
Enero,Extranjero,12,4,8,15
Enero,Ignorado,6,1,5,15
Febrero,Todos los departamentos,29402,14866,14536,15
Febrero,Guatemala,5108,2569,2539,15
Febrero,El Progreso,275,137,138,15
Febrero,Sacatepéquez,564,294,270,15
Febrero,Chimaltenango,1184,583,601,15
Febrero,Escuintla,1240,646,594,15
Febrero,Santa Rosa,698,362,336,15
Febrero,Sololá,821,418,403,15
Febrero,Totonicapán,990,504,486,15
Febrero,Quetzaltenango,1579,834,745,15
Febrero,Suchitepéquez,1000,490,510,15
Febrero,Retalhuleu,607,324,283,15
Febrero,San Marcos,2294,1164,1130,15
Febrero,Huehuetenango,2848,1435,1413,15
Febrero,Quiché,2339,1140,1199,15
Febrero,Baja Verapaz,646,353,293,15
Febrero,Alta Verapaz,2556,1313,1243,15
Febrero,Petén,1077,524,553,15
Febrero,Izabal,727,370,357,15
Febrero,Zacapa,478,234,244,15
Febrero,Chiquimula,813,410,403,15
Febrero,Jalapa,704,329,375,15
Febrero,Jutiapa,843,427,416,15
Febrero,Extranjero,8,4,4,15
Febrero,Ignorado,3,2,1,15
Marzo,Todos los departamentos,32419,16483,15936,15
Marzo,Guatemala,5847,3023,2824,15
Marzo,El Progreso,353,184,169,15
Marzo,Sacatepéquez,618,287,331,15
Marzo,Chimaltenango,1341,701,640,15
Marzo,Escuintla,1410,743,667,15
Marzo,Santa Rosa,775,370,405,15
Marzo,Sololá,813,415,398,15
Marzo,Totonicapán,995,519,476,15
Marzo,Quetzaltenango,1695,870,825,15
Marzo,Suchitepéquez,1162,596,566,15
Marzo,Retalhuleu,723,359,364,15
Marzo,San Marcos,2586,1308,1278,15
Marzo,Huehuetenango,3064,1530,1534,15
Marzo,Quiché,2590,1293,1297,15
Marzo,Baja Verapaz,718,376,342,15
Marzo,Alta Verapaz,2684,1360,1324,15
Marzo,Petén,1248,635,613,15
Marzo,Izabal,757,370,387,15
Marzo,Zacapa,492,244,248,15
Marzo,Chiquimula,849,420,429,15
Marzo,Jalapa,797,406,391,15
Marzo,Jutiapa,888,467,421,15
Marzo,Extranjero,11,5,6,15
Marzo,Ignorado,3,2,1,15
Abril,Todos los departamentos,30765,15811,14954,15
Abril,Guatemala,5458,2772,2686,15
Abril,El Progreso,299,144,155,15
Abril,Sacatepéquez,584,274,310,15
Abril,Chimaltenango,1248,655,593,15
Abril,Escuintla,1254,614,640,15
Abril,Santa Rosa,685,369,316,15
Abril,Sololá,849,444,405,15
Abril,Totonicapán,978,524,454,15
Abril,Quetzaltenango,1684,879,805,15
Abril,Suchitepéquez,1135,577,558,15
Abril,Retalhuleu,653,328,325,15
Abril,San Marcos,2411,1254,1157,15
Abril,Huehuetenango,2929,1539,1390,15
Abril,Quiché,2439,1209,1230,15
Abril,Baja Verapaz,662,347,315,15
Abril,Alta Verapaz,2676,1388,1288,15
Abril,Petén,1168,588,580,15
Abril,Izabal,771,402,369,15
Abril,Zacapa,443,230,213,15
Abril,Chiquimula,834,452,382,15
Abril,Jalapa,755,383,372,15
Abril,Jutiapa,833,428,405,15
Abril,Extranjero,14,10,4,15
Abril,Ignorado,3,1,2,15
Mayo,Todos los departamentos,32095,16216,15879,15
Mayo,Guatemala,5695,2876,2819,15
Mayo,El Progreso,308,163,145,15
Mayo,Sacatepéquez,598,297,301,15
Mayo,Chimaltenango,1363,682,681,15
Mayo,Escuintla,1391,667,724,15
Mayo,Santa Rosa,698,343,355,15
Mayo,Sololá,939,481,458,15
Mayo,Totonicapán,1046,536,510,15
Mayo,Quetzaltenango,1709,867,842,15
Mayo,Suchitepéquez,1108,578,530,15
Mayo,Retalhuleu,708,378,330,15
Mayo,San Marcos,2451,1242,1209,15
Mayo,Huehuetenango,3116,1595,1521,15
Mayo,Quiché,2628,1345,1283,15
Mayo,Baja Verapaz,588,301,287,15
Mayo,Alta Verapaz,2740,1346,1394,15
Mayo,Petén,1229,615,614,15
Mayo,Izabal,808,375,433,15
Mayo,Zacapa,477,233,244,15
Mayo,Chiquimula,844,421,423,15
Mayo,Jalapa,726,386,340,15
Mayo,Jutiapa,918,484,434,15
Mayo,Extranjero,6,4,2,15
Mayo,Ignorado,1,1,0,15
Junio,Todos los departamentos,31221,15849,15372,15
Junio,Guatemala,5518,2844,2674,15
Junio,El Progreso,309,164,145,15
Junio,Sacatepéquez,562,283,279,15
Junio,Chimaltenango,1281,658,623,15
Junio,Escuintla,1346,693,653,15
Junio,Santa Rosa,630,309,321,15
Junio,Sololá,864,445,419,15
Junio,Totonicapán,919,457,462,15
Junio,Quetzaltenango,1735,879,856,15
Junio,Suchitepéquez,1153,599,554,15
Junio,Retalhuleu,708,348,360,15
Junio,San Marcos,2452,1252,1200,15
Junio,Huehuetenango,3076,1569,1507,15
Junio,Quiché,2322,1103,1219,15
Junio,Baja Verapaz,636,320,316,15
Junio,Alta Verapaz,2754,1421,1333,15
Junio,Petén,1126,552,574,15
Junio,Izabal,807,437,370,15
Junio,Zacapa,495,275,220,15
Junio,Chiquimula,854,413,441,15
Junio,Jalapa,731,376,355,15
Junio,Jutiapa,929,441,488,15
Junio,Extranjero,13,10,3,15
Junio,Ignorado,1,1,0,15
Julio,Todos los departamentos,32613,16578,16035,15
Julio,Guatemala,5743,2916,2827,15
Julio,El Progreso,345,186,159,15
Julio,Sacatepéquez,631,314,317,15
Julio,Chimaltenango,1367,705,662,15
Julio,Escuintla,1345,670,675,15
Julio,Santa Rosa,750,373,377,15
Julio,Sololá,878,429,449,15
Julio,Totonicapán,1090,552,538,15
Julio,Quetzaltenango,1737,858,879,15
Julio,Suchitepéquez,1199,626,573,15
Julio,Retalhuleu,687,356,331,15
Julio,San Marcos,2571,1328,1243,15
Julio,Huehuetenango,3210,1620,1590,15
Julio,Quiché,2396,1269,1127,15
Julio,Baja Verapaz,677,331,346,15
Julio,Alta Verapaz,2777,1420,1357,15
Julio,Petén,1178,610,568,15
Julio,Izabal,943,466,477,15
Julio,Zacapa,507,245,262,15
Julio,Chiquimula,896,449,447,15
Julio,Jalapa,750,383,367,15
Julio,Jutiapa,929,469,460,15
Julio,Extranjero,7,3,4,15
Julio,Ignorado,0,0,0,15
Agosto,Todos los departamentos,33238,16995,16243,15
Agosto,Guatemala,5877,2922,2955,15
Agosto,El Progreso,337,160,177,15
Agosto,Sacatepéquez,646,348,298,15
Agosto,Chimaltenango,1392,720,672,15
Agosto,Escuintla,1404,717,687,15
Agosto,Santa Rosa,737,361,376,15
Agosto,Sololá,901,466,435,15
Agosto,Totonicapán,1038,524,514,15
Agosto,Quetzaltenango,1716,864,852,15
Agosto,Suchitepéquez,1104,575,529,15
Agosto,Retalhuleu,751,394,357,15
Agosto,San Marcos,2671,1390,1281,15
Agosto,Huehuetenango,3360,1731,1629,15
Agosto,Quiché,2306,1221,1085,15
Agosto,Baja Verapaz,654,328,326,15
Agosto,Alta Verapaz,2981,1519,1462,15
Agosto,Petén,1366,706,660,15
Agosto,Izabal,942,476,466,15
Agosto,Zacapa,483,235,248,15
Agosto,Chiquimula,900,463,437,15
Agosto,Jalapa,717,373,344,15
Agosto,Jutiapa,944,493,451,15
Agosto,Extranjero,9,9,0,15
Agosto,Ignorado,2,0,2,15
Septiembre,Todos los departamentos,35320,17845,17475,15
Septiembre,Guatemala,5961,3069,2892,15
Septiembre,El Progreso,392,209,183,15
Septiembre,Sacatepéquez,635,310,325,15
Septiembre,Chimaltenango,1367,643,724,15
Septiembre,Escuintla,1550,784,766,15
Septiembre,Santa Rosa,814,399,415,15
Septiembre,Sololá,907,491,416,15
Septiembre,Totonicapán,1123,588,535,15
Septiembre,Quetzaltenango,1868,914,954,15
Septiembre,Suchitepéquez,1216,610,606,15
Septiembre,Retalhuleu,721,383,338,15
Septiembre,San Marcos,2731,1357,1374,15
Septiembre,Huehuetenango,3508,1795,1713,15
Septiembre,Quiché,2535,1262,1273,15
Septiembre,Baja Verapaz,687,356,331,15
Septiembre,Alta Verapaz,3315,1647,1668,15
Septiembre,Petén,1488,731,757,15
Septiembre,Izabal,1016,504,512,15
Septiembre,Zacapa,558,280,278,15
Septiembre,Chiquimula,1032,527,505,15
Septiembre,Jalapa,878,453,425,15
Septiembre,Jutiapa,1004,528,476,15
Septiembre,Extranjero,11,5,6,15
Septiembre,Ignorado,3,0,3,15
Octubre,Todos los departamentos,34429,17450,16979,15
Octubre,Guatemala,5706,2835,2871,15
Octubre,El Progreso,391,209,182,15
Octubre,Sacatepéquez,608,310,298,15
Octubre,Chimaltenango,1349,698,651,15
Octubre,Escuintla,1665,839,826,15
Octubre,Santa Rosa,782,383,399,15
Octubre,Sololá,861,429,432,15
Octubre,Totonicapán,1096,555,541,15
Octubre,Quetzaltenango,1823,887,936,15
Octubre,Suchitepéquez,1275,689,586,15
Octubre,Retalhuleu,733,365,368,15
Octubre,San Marcos,2646,1328,1318,15
Octubre,Huehuetenango,3366,1687,1679,15
Octubre,Quiché,2471,1286,1185,15
Octubre,Baja Verapaz,664,340,324,15
Octubre,Alta Verapaz,3177,1628,1549,15
Octubre,Petén,1412,729,683,15
Octubre,Izabal,964,507,457,15
Octubre,Zacapa,642,317,325,15
Octubre,Chiquimula,1009,510,499,15
Octubre,Jalapa,816,421,395,15
Octubre,Jutiapa,970,495,475,15
Octubre,Extranjero,3,3,0,15
Octubre,Ignorado,0,0,0,15
Noviembre,Todos los departamentos,32729,16400,16329,15
Noviembre,Guatemala,5291,2591,2700,15
Noviembre,El Progreso,359,205,154,15
Noviembre,Sacatepéquez,591,286,305,15
Noviembre,Chimaltenango,1366,685,681,15
Noviembre,Escuintla,1453,742,711,15
Noviembre,Santa Rosa,751,365,386,15
Noviembre,Sololá,839,436,403,15
Noviembre,Totonicapán,1044,531,513,15
Noviembre,Quetzaltenango,1683,814,869,15
Noviembre,Suchitepéquez,1092,575,517,15
Noviembre,Retalhuleu,750,381,369,15
Noviembre,San Marcos,2574,1330,1244,15
Noviembre,Huehuetenango,3307,1606,1701,15
Noviembre,Quiché,2367,1201,1166,15
Noviembre,Baja Verapaz,682,367,315,15
Noviembre,Alta Verapaz,3015,1499,1516,15
Noviembre,Petén,1355,676,679,15
Noviembre,Izabal,894,431,463,15
Noviembre,Zacapa,492,255,237,15
Noviembre,Chiquimula,982,490,492,15
Noviembre,Jalapa,832,421,411,15
Noviembre,Jutiapa,996,507,489,15
Noviembre,Extranjero,11,5,6,15
Noviembre,Ignorado,3,1,2,15
Diciembre,Todos los departamentos,33699,17228,16471,15
Diciembre,Guatemala,5648,2910,2738,15
Diciembre,El Progreso,329,164,165,15
Diciembre,Sacatepéquez,604,304,300,15
Diciembre,Chimaltenango,1419,731,688,15
Diciembre,Escuintla,1417,736,681,15
Diciembre,Santa Rosa,712,378,334,15
Diciembre,Sololá,937,477,460,15
Diciembre,Totonicapán,1077,550,527,15
Diciembre,Quetzaltenango,1804,921,883,15
Diciembre,Suchitepéquez,1189,611,578,15
Diciembre,Retalhuleu,788,399,389,15
Diciembre,San Marcos,2715,1394,1321,15
Diciembre,Huehuetenango,3421,1748,1673,15
Diciembre,Quiché,2485,1323,1162,15
Diciembre,Baja Verapaz,692,360,332,15
Diciembre,Alta Verapaz,3050,1540,1510,15
Diciembre,Petén,1273,623,650,15
Diciembre,Izabal,833,427,406,15
Diciembre,Zacapa,538,269,269,15
Diciembre,Chiquimula,1007,482,525,15
Diciembre,Jalapa,802,407,395,15
Diciembre,Jutiapa,953,472,481,15
Diciembre,Extranjero,2,1,1,15
Diciembre,Ignorado,4,1,3,15
Todos los meses,Todos los departamentos,390382,198516,191866,16
Todos los meses,Guatemala,67192,34362,32830,16
Todos los meses,El Progreso,4044,2090,1954,16
Todos los meses,Sacatepéquez,6734,3497,3237,16
Todos los meses,Chimaltenango,16563,8438,8125,16
Todos los meses,Escuintla,16266,8204,8062,16
Todos los meses,Santa Rosa,9063,4562,4501,16
Todos los meses,Sololá,10351,5241,5110,16
Todos los meses,Totonicapán,13113,6717,6396,16
Todos los meses,Quetzaltenango,20774,10620,10154,16
Todos los meses,Suchitepéquez,13349,6814,6535,16
Todos los meses,Retalhuleu,8144,4120,4024,16
Todos los meses,San Marcos,31880,16242,15638,16
Todos los meses,Huehuetenango,38078,19387,18691,16
Todos los meses,Quiché,29490,14875,14615,16
Todos los meses,Baja Verapaz,8187,4215,3972,16
Todos los meses,Alta Verapaz,34340,17280,17060,16
Todos los meses,Petén,15474,7877,7597,16
Todos los meses,Izabal,9800,4975,4825,16
Todos los meses,Zacapa,5443,2797,2646,16
Todos los meses,Chiquimula,11375,5738,5637,16
Todos los meses,Jalapa,9303,4750,4553,16
Todos los meses,Jutiapa,11246,5627,5619,16
Todos los meses,Extranjero,130,69,61,16
Todos los meses,Ignorado,43,19,24,16
Enero,Todos los departamentos,32299,16347,15952,16
Enero,Guatemala,5447,2812,2635,16
Enero,El Progreso,310,152,158,16
Enero,Sacatepéquez,563,282,281,16
Enero,Chimaltenango,1400,719,681,16
Enero,Escuintla,1317,638,679,16
Enero,Santa Rosa,726,362,364,16
Enero,Sololá,893,438,455,16
Enero,Totonicapán,1080,574,506,16
Enero,Quetzaltenango,1694,843,851,16
Enero,Suchitepéquez,1080,580,500,16
Enero,Retalhuleu,633,318,315,16
Enero,San Marcos,2702,1323,1379,16
Enero,Huehuetenango,3263,1609,1654,16
Enero,Quiché,2519,1307,1212,16
Enero,Baja Verapaz,676,367,309,16
Enero,Alta Verapaz,2829,1380,1449,16
Enero,Petén,1164,585,579,16
Enero,Izabal,790,411,379,16
Enero,Zacapa,459,243,216,16
Enero,Chiquimula,1048,540,508,16
Enero,Jalapa,843,425,418,16
Enero,Jutiapa,847,432,415,16
Enero,Extranjero,8,5,3,16
Enero,Ignorado,8,2,6,16
Febrero,Todos los departamentos,30738,15700,15038,16
Febrero,Guatemala,5264,2726,2538,16
Febrero,El Progreso,327,165,162,16
Febrero,Sacatepéquez,540,295,245,16
Febrero,Chimaltenango,1303,668,635,16
Febrero,Escuintla,1207,631,576,16
Febrero,Santa Rosa,787,391,396,16
Febrero,Sololá,833,415,418,16
Febrero,Totonicapán,1055,536,519,16
Febrero,Quetzaltenango,1694,856,838,16
Febrero,Suchitepéquez,973,507,466,16
Febrero,Retalhuleu,585,290,295,16
Febrero,San Marcos,2529,1290,1239,16
Febrero,Huehuetenango,2967,1511,1456,16
Febrero,Quiché,2609,1290,1319,16
Febrero,Baja Verapaz,685,346,339,16
Febrero,Alta Verapaz,2643,1348,1295,16
Febrero,Petén,991,529,462,16
Febrero,Izabal,697,360,337,16
Febrero,Zacapa,404,207,197,16
Febrero,Chiquimula,1036,516,520,16
Febrero,Jalapa,743,370,373,16
Febrero,Jutiapa,848,442,406,16
Febrero,Extranjero,11,6,5,16
Febrero,Ignorado,7,5,2,16
Marzo,Todos los departamentos,33616,17160,16456,16
Marzo,Guatemala,5574,2874,2700,16
Marzo,El Progreso,359,167,192,16
Marzo,Sacatepéquez,592,305,287,16
Marzo,Chimaltenango,1497,755,742,16
Marzo,Escuintla,1445,768,677,16
Marzo,Santa Rosa,780,386,394,16
Marzo,Sololá,839,450,389,16
Marzo,Totonicapán,1196,612,584,16
Marzo,Quetzaltenango,1811,937,874,16
Marzo,Suchitepéquez,1103,564,539,16
Marzo,Retalhuleu,685,332,353,16
Marzo,San Marcos,2848,1431,1417,16
Marzo,Huehuetenango,3265,1652,1613,16
Marzo,Quiché,2678,1345,1333,16
Marzo,Baja Verapaz,687,363,324,16
Marzo,Alta Verapaz,2821,1448,1373,16
Marzo,Petén,1306,662,644,16
Marzo,Izabal,801,417,384,16
Marzo,Zacapa,494,245,249,16
Marzo,Chiquimula,1121,563,558,16
Marzo,Jalapa,813,420,393,16
Marzo,Jutiapa,886,454,432,16
Marzo,Extranjero,12,7,5,16
Marzo,Ignorado,3,3,0,16
Abril,Todos los departamentos,32807,16688,16119,16
Abril,Guatemala,5446,2784,2662,16
Abril,El Progreso,320,161,159,16
Abril,Sacatepéquez,565,299,266,16
Abril,Chimaltenango,1454,740,714,16
Abril,Escuintla,1331,693,638,16
Abril,Santa Rosa,708,350,358,16
Abril,Sololá,832,415,417,16
Abril,Totonicapán,1131,573,558,16
Abril,Quetzaltenango,1761,930,831,16
Abril,Suchitepéquez,1052,520,532,16
Abril,Retalhuleu,684,365,319,16
Abril,San Marcos,2936,1498,1438,16
Abril,Huehuetenango,3238,1668,1570,16
Abril,Quiché,2639,1308,1331,16
Abril,Baja Verapaz,649,344,305,16
Abril,Alta Verapaz,2717,1377,1340,16
Abril,Petén,1375,699,676,16
Abril,Izabal,824,392,432,16
Abril,Zacapa,435,212,223,16
Abril,Chiquimula,1021,531,490,16
Abril,Jalapa,769,383,386,16
Abril,Jutiapa,911,442,469,16
Abril,Extranjero,5,4,1,16
Abril,Ignorado,4,0,4,16
Mayo,Todos los departamentos,34291,17437,16854,16
Mayo,Guatemala,5610,2812,2798,16
Mayo,El Progreso,372,197,175,16
Mayo,Sacatepéquez,610,308,302,16
Mayo,Chimaltenango,1431,722,709,16
Mayo,Escuintla,1461,716,745,16
Mayo,Santa Rosa,799,430,369,16
Mayo,Sololá,910,445,465,16
Mayo,Totonicapán,1152,585,567,16
Mayo,Quetzaltenango,1865,936,929,16
Mayo,Suchitepéquez,1192,602,590,16
Mayo,Retalhuleu,716,364,352,16
Mayo,San Marcos,3047,1545,1502,16
Mayo,Huehuetenango,3385,1717,1668,16
Mayo,Quiché,2627,1358,1269,16
Mayo,Baja Verapaz,698,367,331,16
Mayo,Alta Verapaz,2976,1530,1446,16
Mayo,Petén,1388,704,684,16
Mayo,Izabal,823,407,416,16
Mayo,Zacapa,449,241,208,16
Mayo,Chiquimula,1007,524,483,16
Mayo,Jalapa,850,443,407,16
Mayo,Jutiapa,915,482,433,16
Mayo,Extranjero,2,2,0,16
Mayo,Ignorado,6,0,6,16
Junio,Todos los departamentos,32461,16668,15793,16
Junio,Guatemala,5595,2846,2749,16
Junio,El Progreso,318,171,147,16
Junio,Sacatepéquez,566,291,275,16
Junio,Chimaltenango,1375,701,674,16
Junio,Escuintla,1382,684,698,16
Junio,Santa Rosa,779,388,391,16
Junio,Sololá,865,433,432,16
Junio,Totonicapán,1124,590,534,16
Junio,Quetzaltenango,1688,878,810,16
Junio,Suchitepéquez,1247,645,602,16
Junio,Retalhuleu,708,357,351,16
Junio,San Marcos,2682,1388,1294,16
Junio,Huehuetenango,3154,1641,1513,16
Junio,Quiché,2494,1317,1177,16
Junio,Baja Verapaz,709,351,358,16
Junio,Alta Verapaz,2692,1353,1339,16
Junio,Petén,1248,674,574,16
Junio,Izabal,803,425,378,16
Junio,Zacapa,445,240,205,16
Junio,Chiquimula,915,453,462,16
Junio,Jalapa,723,352,371,16
Junio,Jutiapa,940,485,455,16
Junio,Extranjero,8,5,3,16
Junio,Ignorado,1,0,1,16
Julio,Todos los departamentos,32313,16367,15946,16
Julio,Guatemala,5755,2955,2800,16
Julio,El Progreso,295,157,138,16
Julio,Sacatepéquez,536,295,241,16
Julio,Chimaltenango,1330,676,654,16
Julio,Escuintla,1365,709,656,16
Julio,Santa Rosa,712,335,377,16
Julio,Sololá,852,411,441,16
Julio,Totonicapán,1098,587,511,16
Julio,Quetzaltenango,1799,921,878,16
Julio,Suchitepéquez,1099,594,505,16
Julio,Retalhuleu,704,348,356,16
Julio,San Marcos,2687,1368,1319,16
Julio,Huehuetenango,3151,1588,1563,16
Julio,Quiché,2348,1188,1160,16
Julio,Baja Verapaz,717,369,348,16
Julio,Alta Verapaz,2810,1390,1420,16
Julio,Petén,1292,644,648,16
Julio,Izabal,818,378,440,16
Julio,Zacapa,431,213,218,16
Julio,Chiquimula,884,458,426,16
Julio,Jalapa,715,372,343,16
Julio,Jutiapa,894,402,492,16
Julio,Extranjero,18,9,9,16
Julio,Ignorado,3,0,3,16
Agosto,Todos los departamentos,32618,16520,16098,16
Agosto,Guatemala,5883,2983,2900,16
Agosto,El Progreso,328,174,154,16
Agosto,Sacatepéquez,560,298,262,16
Agosto,Chimaltenango,1390,695,695,16
Agosto,Escuintla,1351,670,681,16
Agosto,Santa Rosa,769,392,377,16
Agosto,Sololá,894,455,439,16
Agosto,Totonicapán,1131,562,569,16
Agosto,Quetzaltenango,1749,895,854,16
Agosto,Suchitepéquez,1154,578,576,16
Agosto,Retalhuleu,680,347,333,16
Agosto,San Marcos,2498,1258,1240,16
Agosto,Huehuetenango,3134,1664,1470,16
Agosto,Quiché,2252,1123,1129,16
Agosto,Baja Verapaz,699,366,333,16
Agosto,Alta Verapaz,2833,1405,1428,16
Agosto,Petén,1358,665,693,16
Agosto,Izabal,868,459,409,16
Agosto,Zacapa,459,238,221,16
Agosto,Chiquimula,825,376,449,16
Agosto,Jalapa,744,392,352,16
Agosto,Jutiapa,1043,515,528,16
Agosto,Extranjero,13,7,6,16
Agosto,Ignorado,3,3,0,16
Septiembre,Todos los departamentos,33990,17250,16740,16
Septiembre,Guatemala,5945,3051,2894,16
Septiembre,El Progreso,369,190,179,16
Septiembre,Sacatepéquez,589,295,294,16
Septiembre,Chimaltenango,1415,731,684,16
Septiembre,Escuintla,1354,651,703,16
Septiembre,Santa Rosa,808,422,386,16
Septiembre,Sololá,890,461,429,16
Septiembre,Totonicapán,1099,548,551,16
Septiembre,Quetzaltenango,1816,914,902,16
Septiembre,Suchitepéquez,1190,577,613,16
Septiembre,Retalhuleu,693,361,332,16
Septiembre,San Marcos,2629,1381,1248,16
Septiembre,Huehuetenango,3257,1630,1627,16
Septiembre,Quiché,2396,1200,1196,16
Septiembre,Baja Verapaz,691,342,349,16
Septiembre,Alta Verapaz,3255,1636,1619,16
Septiembre,Petén,1371,676,695,16
Septiembre,Izabal,924,483,441,16
Septiembre,Zacapa,502,271,231,16
Septiembre,Chiquimula,889,423,466,16
Septiembre,Jalapa,807,426,381,16
Septiembre,Jutiapa,1087,569,518,16
Septiembre,Extranjero,12,10,2,16
Septiembre,Ignorado,2,2,0,16
Octubre,Todos los departamentos,33026,16757,16269,16
Octubre,Guatemala,5702,2903,2799,16
Octubre,El Progreso,370,203,167,16
Octubre,Sacatepéquez,559,297,262,16
Octubre,Chimaltenango,1329,672,657,16
Octubre,Escuintla,1429,737,692,16
Octubre,Santa Rosa,737,373,364,16
Octubre,Sololá,849,434,415,16
Octubre,Totonicapán,1064,553,511,16
Octubre,Quetzaltenango,1725,875,850,16
Octubre,Suchitepéquez,1170,582,588,16
Octubre,Retalhuleu,716,355,361,16
Octubre,San Marcos,2512,1303,1209,16
Octubre,Huehuetenango,3177,1598,1579,16
Octubre,Quiché,2372,1121,1251,16
Octubre,Baja Verapaz,695,357,338,16
Octubre,Alta Verapaz,3071,1538,1533,16
Octubre,Petén,1446,760,686,16
Octubre,Izabal,851,424,427,16
Octubre,Zacapa,476,259,217,16
Octubre,Chiquimula,919,454,465,16
Octubre,Jalapa,802,431,371,16
Octubre,Jutiapa,1034,519,515,16
Octubre,Extranjero,19,7,12,16
Octubre,Ignorado,2,2,0,16
Noviembre,Todos los departamentos,31555,16028,15527,16
Noviembre,Guatemala,5607,2920,2687,16
Noviembre,El Progreso,355,185,170,16
Noviembre,Sacatepéquez,558,276,282,16
Noviembre,Chimaltenango,1298,645,653,16
Noviembre,Escuintla,1376,662,714,16
Noviembre,Santa Rosa,781,394,387,16
Noviembre,Sololá,868,455,413,16
Noviembre,Totonicapán,970,459,511,16
Noviembre,Quetzaltenango,1582,788,794,16
Noviembre,Suchitepéquez,1043,530,513,16
Noviembre,Retalhuleu,678,338,340,16
Noviembre,San Marcos,2419,1223,1196,16
Noviembre,Huehuetenango,2977,1527,1450,16
Noviembre,Quiché,2288,1171,1117,16
Noviembre,Baja Verapaz,615,299,316,16
Noviembre,Alta Verapaz,2894,1479,1415,16
Noviembre,Petén,1342,689,653,16
Noviembre,Izabal,876,477,399,16
Noviembre,Zacapa,471,235,236,16
Noviembre,Chiquimula,860,457,403,16
Noviembre,Jalapa,755,376,379,16
Noviembre,Jutiapa,930,438,492,16
Noviembre,Extranjero,10,4,6,16
Noviembre,Ignorado,2,1,1,16
Diciembre,Todos los departamentos,30668,15594,15074,16
Diciembre,Guatemala,5364,2696,2668,16
Diciembre,El Progreso,321,168,153,16
Diciembre,Sacatepéquez,496,256,240,16
Diciembre,Chimaltenango,1341,714,627,16
Diciembre,Escuintla,1248,645,603,16
Diciembre,Santa Rosa,677,339,338,16
Diciembre,Sololá,826,429,397,16
Diciembre,Totonicapán,1013,538,475,16
Diciembre,Quetzaltenango,1590,847,743,16
Diciembre,Suchitepéquez,1046,535,511,16
Diciembre,Retalhuleu,662,345,317,16
Diciembre,San Marcos,2391,1234,1157,16
Diciembre,Huehuetenango,3110,1582,1528,16
Diciembre,Quiché,2268,1147,1121,16
Diciembre,Baja Verapaz,666,344,322,16
Diciembre,Alta Verapaz,2799,1396,1403,16
Diciembre,Petén,1193,590,603,16
Diciembre,Izabal,725,342,383,16
Diciembre,Zacapa,418,193,225,16
Diciembre,Chiquimula,850,443,407,16
Diciembre,Jalapa,739,360,379,16
Diciembre,Jutiapa,911,447,464,16
Diciembre,Extranjero,12,3,9,16
Diciembre,Ignorado,2,1,1,16
Todos los meses,Todos los departamentos,381664,194506,187158,17
Todos los meses,Guatemala,66407,33931,32476,17
Todos los meses,El Progreso,3990,2012,1978,17
Todos los meses,Sacatepéquez,6631,3382,3249,17
Todos los meses,Chimaltenango,15824,8058,7766,17
Todos los meses,Escuintla,16249,8292,7957,17
Todos los meses,Santa Rosa,8464,4335,4129,17
Todos los meses,Sololá,10209,5135,5074,17
Todos los meses,Totonicapán,12744,6589,6155,17
Todos los meses,Quetzaltenango,20248,10297,9951,17
Todos los meses,Suchitepéquez,13549,6878,6671,17
Todos los meses,Retalhuleu,8115,4104,4011,17
Todos los meses,San Marcos,30133,15337,14796,17
Todos los meses,Huehuetenango,37607,19064,18543,17
Todos los meses,Quiché,28651,14610,14041,17
Todos los meses,Baja Verapaz,7912,3980,3932,17
Todos los meses,Alta Verapaz,33966,17447,16519,17
Todos los meses,Petén,14808,7536,7272,17
Todos los meses,Izabal,9789,4934,4855,17
Todos los meses,Zacapa,5885,3027,2858,17
Todos los meses,Chiquimula,10495,5321,5174,17
Todos los meses,Jalapa,8972,4602,4370,17
Todos los meses,Jutiapa,10748,5505,5243,17
Todos los meses,Extranjero,194,97,97,17
Todos los meses,Ignorado,74,33,41,17
Enero,Todos los departamentos,30943,15636,15307,17
Enero,Guatemala,5432,2732,2700,17
Enero,El Progreso,292,153,139,17
Enero,Sacatepéquez,548,277,271,17
Enero,Chimaltenango,1313,695,618,17
Enero,Escuintla,1212,622,590,17
Enero,Santa Rosa,662,319,343,17
