Departamento de residencia,Estado civil,Grupos de edad,Total,Hombres,Mujeres,Anio
Guatemala,Todos los estados civiles,Todas las edades,27445,15413,12032,21
Guatemala,Todos los estados civiles,Menos de 15 años,104,57,47,21
Guatemala,Todos los estados civiles,15 - 24,1052,797,255,21
Guatemala,Todos los estados civiles,25 - 44,4000,2851,1149,21
Guatemala,Todos los estados civiles,45 - 64,7757,4599,3158,21
Guatemala,Todos los estados civiles,65 y más,14508,7096,7412,21
Guatemala,Todos los estados civiles,Ignorado,24,13,11,21
Guatemala,Soltero(a),Todas las edades,14304,7396,6908,21
Guatemala,Soltero(a),Menos de 15 años,104,57,47,21
Guatemala,Soltero(a),15 - 24,1004,769,235,21
Guatemala,Soltero(a),25 - 44,2530,1826,704,21
Guatemala,Soltero(a),45 - 64,3418,1915,1503,21
Guatemala,Soltero(a),65 y más,7242,2825,4417,21
Guatemala,Soltero(a),Ignorado,6,4,2,21
Guatemala,Casado(a),Todas las edades,12917,7888,5029,21
Guatemala,Casado(a),Menos de 15 años,0,0,0,21
Guatemala,Casado(a),15 - 24,43,23,20,21
Guatemala,Casado(a),25 - 44,1432,999,433,21
Guatemala,Casado(a),45 - 64,4269,2641,1628,21
Guatemala,Casado(a),65 y más,7168,4222,2946,21
Guatemala,Casado(a),Ignorado,5,3,2,21
Guatemala,Unido(a),Todas las edades,53,32,21,21
Guatemala,Unido(a),Menos de 15 años,0,0,0,21
Guatemala,Unido(a),15 - 24,0,0,0,21
Guatemala,Unido(a),25 - 44,2,2,0,21
Guatemala,Unido(a),45 - 64,13,9,4,21
Guatemala,Unido(a),65 y más,38,21,17,21
Guatemala,Unido(a),Ignorado,0,0,0,21
Guatemala,Ignorado(a),Todas las edades,171,97,74,21
Guatemala,Ignorado(a),Menos de 15 años,0,0,0,21
Guatemala,Ignorado(a),15 - 24,5,5,0,21
Guatemala,Ignorado(a),25 - 44,36,24,12,21
Guatemala,Ignorado(a),45 - 64,57,34,23,21
Guatemala,Ignorado(a),65 y más,60,28,32,21
Guatemala,Ignorado(a),Ignorado,13,6,7,21
El Progreso,Todos los estados civiles,Todas las edades,1587,928,659,21
El Progreso,Todos los estados civiles,Menos de 15 años,35,21,14,21
El Progreso,Todos los estados civiles,15 - 24,60,44,16,21
El Progreso,Todos los estados civiles,25 - 44,165,112,53,21
El Progreso,Todos los estados civiles,45 - 64,369,208,161,21
El Progreso,Todos los estados civiles,65 y más,957,543,414,21
El Progreso,Todos los estados civiles,Ignorado,1,0,1,21
El Progreso,Soltero(a),Todas las edades,851,466,385,21
El Progreso,Soltero(a),Menos de 15 años,35,21,14,21
El Progreso,Soltero(a),15 - 24,59,43,16,21
El Progreso,Soltero(a),25 - 44,99,73,26,21
El Progreso,Soltero(a),45 - 64,167,90,77,21
El Progreso,Soltero(a),65 y más,491,239,252,21
El Progreso,Soltero(a),Ignorado,0,0,0,21
El Progreso,Casado(a),Todas las edades,724,455,269,21
El Progreso,Casado(a),Menos de 15 años,0,0,0,21
El Progreso,Casado(a),15 - 24,1,1,0,21
El Progreso,Casado(a),25 - 44,66,39,27,21
El Progreso,Casado(a),45 - 64,200,117,83,21
El Progreso,Casado(a),65 y más,456,298,158,21
El Progreso,Casado(a),Ignorado,1,0,1,21
El Progreso,Unido(a),Todas las edades,12,7,5,21
El Progreso,Unido(a),Menos de 15 años,0,0,0,21
El Progreso,Unido(a),15 - 24,0,0,0,21
El Progreso,Unido(a),25 - 44,0,0,0,21
El Progreso,Unido(a),45 - 64,2,1,1,21
El Progreso,Unido(a),65 y más,10,6,4,21
El Progreso,Unido(a),Ignorado,0,0,0,21
El Progreso,Ignorado(a),Todas las edades,0,0,0,21
El Progreso,Ignorado(a),Menos de 15 años,0,0,0,21
El Progreso,Ignorado(a),15 - 24,0,0,0,21
El Progreso,Ignorado(a),25 - 44,0,0,0,21
El Progreso,Ignorado(a),45 - 64,0,0,0,21
El Progreso,Ignorado(a),65 y más,0,0,0,21
El Progreso,Ignorado(a),Ignorado,0,0,0,21
Sacatepéquez,Todos los estados civiles,Todas las edades,2709,1581,1128,21
Sacatepéquez,Todos los estados civiles,Menos de 15 años,28,18,10,21
Sacatepéquez,Todos los estados civiles,15 - 24,78,54,24,21
Sacatepéquez,Todos los estados civiles,25 - 44,388,276,112,21
Sacatepéquez,Todos los estados civiles,45 - 64,713,406,307,21
Sacatepéquez,Todos los estados civiles,65 y más,1500,826,674,21
Sacatepéquez,Todos los estados civiles,Ignorado,2,1,1,21
Sacatepéquez,Soltero(a),Todas las edades,1106,583,523,21
Sacatepéquez,Soltero(a),Menos de 15 años,28,18,10,21
Sacatepéquez,Soltero(a),15 - 24,71,51,20,21
Sacatepéquez,Soltero(a),25 - 44,196,142,54,21
Sacatepéquez,Soltero(a),45 - 64,221,116,105,21
Sacatepéquez,Soltero(a),65 y más,590,256,334,21
Sacatepéquez,Soltero(a),Ignorado,0,0,0,21
Sacatepéquez,Casado(a),Todas las edades,1588,990,598,21
Sacatepéquez,Casado(a),Menos de 15 años,0,0,0,21
Sacatepéquez,Casado(a),15 - 24,7,3,4,21
Sacatepéquez,Casado(a),25 - 44,192,134,58,21
Sacatepéquez,Casado(a),45 - 64,490,288,202,21
Sacatepéquez,Casado(a),65 y más,899,565,334,21
Sacatepéquez,Casado(a),Ignorado,0,0,0,21
Sacatepéquez,Unido(a),Todas las edades,11,5,6,21
Sacatepéquez,Unido(a),Menos de 15 años,0,0,0,21
Sacatepéquez,Unido(a),15 - 24,0,0,0,21
Sacatepéquez,Unido(a),25 - 44,0,0,0,21
Sacatepéquez,Unido(a),45 - 64,2,2,0,21
Sacatepéquez,Unido(a),65 y más,9,3,6,21
Sacatepéquez,Unido(a),Ignorado,0,0,0,21
Sacatepéquez,Ignorado(a),Todas las edades,4,3,1,21
Sacatepéquez,Ignorado(a),Menos de 15 años,0,0,0,21
Sacatepéquez,Ignorado(a),15 - 24,0,0,0,21
Sacatepéquez,Ignorado(a),25 - 44,0,0,0,21
Sacatepéquez,Ignorado(a),45 - 64,0,0,0,21
Sacatepéquez,Ignorado(a),65 y más,2,2,0,21
Sacatepéquez,Ignorado(a),Ignorado,2,1,1,21
Chimaltenango,Todos los estados civiles,Todas las edades,4354,2499,1855,21
Chimaltenango,Todos los estados civiles,Menos de 15 años,117,72,45,21
Chimaltenango,Todos los estados civiles,15 - 24,153,108,45,21
Chimaltenango,Todos los estados civiles,25 - 44,624,412,212,21
Chimaltenango,Todos los estados civiles,45 - 64,1193,689,504,21
Chimaltenango,Todos los estados civiles,65 y más,2261,1214,1047,21
Chimaltenango,Todos los estados civiles,Ignorado,6,4,2,21
Chimaltenango,Soltero(a),Todas las edades,1695,879,816,21
Chimaltenango,Soltero(a),Menos de 15 años,117,72,45,21
Chimaltenango,Soltero(a),15 - 24,136,97,39,21
Chimaltenango,Soltero(a),25 - 44,291,191,100,21
Chimaltenango,Soltero(a),45 - 64,283,141,142,21
Chimaltenango,Soltero(a),65 y más,864,375,489,21
Chimaltenango,Soltero(a),Ignorado,4,3,1,21
Chimaltenango,Casado(a),Todas las edades,2644,1613,1031,21
Chimaltenango,Casado(a),Menos de 15 años,0,0,0,21
Chimaltenango,Casado(a),15 - 24,17,11,6,21
Chimaltenango,Casado(a),25 - 44,333,221,112,21
Chimaltenango,Casado(a),45 - 64,908,547,361,21
Chimaltenango,Casado(a),65 y más,1385,834,551,21
Chimaltenango,Casado(a),Ignorado,1,0,1,21
Chimaltenango,Unido(a),Todas las edades,13,6,7,21
Chimaltenango,Unido(a),Menos de 15 años,0,0,0,21
Chimaltenango,Unido(a),15 - 24,0,0,0,21
Chimaltenango,Unido(a),25 - 44,0,0,0,21
Chimaltenango,Unido(a),45 - 64,1,1,0,21
Chimaltenango,Unido(a),65 y más,12,5,7,21
Chimaltenango,Unido(a),Ignorado,0,0,0,21
Chimaltenango,Ignorado(a),Todas las edades,2,1,1,21
Chimaltenango,Ignorado(a),Menos de 15 años,0,0,0,21
Chimaltenango,Ignorado(a),15 - 24,0,0,0,21
Chimaltenango,Ignorado(a),25 - 44,0,0,0,21
Chimaltenango,Ignorado(a),45 - 64,1,0,1,21
Chimaltenango,Ignorado(a),65 y más,0,0,0,21
Chimaltenango,Ignorado(a),Ignorado,1,1,0,21
Escuintla,Todos los estados civiles,Todas las edades,6170,3652,2518,21
Escuintla,Todos los estados civiles,Menos de 15 años,38,23,15,21
Escuintla,Todos los estados civiles,15 - 24,262,214,48,21
Escuintla,Todos los estados civiles,25 - 44,995,686,309,21
Escuintla,Todos los estados civiles,45 - 64,1753,959,794,21
Escuintla,Todos los estados civiles,65 y más,3120,1768,1352,21
Escuintla,Todos los estados civiles,Ignorado,2,2,0,21
Escuintla,Soltero(a),Todas las edades,3481,2006,1475,21
Escuintla,Soltero(a),Menos de 15 años,38,23,15,21
Escuintla,Soltero(a),15 - 24,248,203,45,21
Escuintla,Soltero(a),25 - 44,670,476,194,21
Escuintla,Soltero(a),45 - 64,801,423,378,21
Escuintla,Soltero(a),65 y más,1722,879,843,21
Escuintla,Soltero(a),Ignorado,2,2,0,21
Escuintla,Casado(a),Todas las edades,2665,1632,1033,21
Escuintla,Casado(a),Menos de 15 años,0,0,0,21
Escuintla,Casado(a),15 - 24,13,10,3,21
Escuintla,Casado(a),25 - 44,322,207,115,21
Escuintla,Casado(a),45 - 64,948,535,413,21
Escuintla,Casado(a),65 y más,1382,880,502,21
Escuintla,Casado(a),Ignorado,0,0,0,21
Escuintla,Unido(a),Todas las edades,18,8,10,21
Escuintla,Unido(a),Menos de 15 años,0,0,0,21
Escuintla,Unido(a),15 - 24,0,0,0,21
Escuintla,Unido(a),25 - 44,1,1,0,21
Escuintla,Unido(a),45 - 64,4,1,3,21
Escuintla,Unido(a),65 y más,13,6,7,21
Escuintla,Unido(a),Ignorado,0,0,0,21
Escuintla,Ignorado(a),Todas las edades,6,6,0,21
Escuintla,Ignorado(a),Menos de 15 años,0,0,0,21
Escuintla,Ignorado(a),15 - 24,1,1,0,21
Escuintla,Ignorado(a),25 - 44,2,2,0,21
Escuintla,Ignorado(a),45 - 64,0,0,0,21
Escuintla,Ignorado(a),65 y más,3,3,0,21
Escuintla,Ignorado(a),Ignorado,0,0,0,21
Santa Rosa,Todos los estados civiles,Todas las edades,2989,1728,1261,21
Santa Rosa,Todos los estados civiles,Menos de 15 años,7,5,2,21
Santa Rosa,Todos los estados civiles,15 - 24,121,95,26,21
Santa Rosa,Todos los estados civiles,25 - 44,372,265,107,21
Santa Rosa,Todos los estados civiles,45 - 64,699,363,336,21
Santa Rosa,Todos los estados civiles,65 y más,1790,1000,790,21
Santa Rosa,Todos los estados civiles,Ignorado,0,0,0,21
Santa Rosa,Soltero(a),Todas las edades,1650,926,724,21
Santa Rosa,Soltero(a),Menos de 15 años,7,5,2,21
Santa Rosa,Soltero(a),15 - 24,114,89,25,21
Santa Rosa,Soltero(a),25 - 44,236,180,56,21
Santa Rosa,Soltero(a),45 - 64,320,169,151,21
Santa Rosa,Soltero(a),65 y más,973,483,490,21
Santa Rosa,Soltero(a),Ignorado,0,0,0,21
Santa Rosa,Casado(a),Todas las edades,1304,787,517,21
Santa Rosa,Casado(a),Menos de 15 años,0,0,0,21
Santa Rosa,Casado(a),15 - 24,7,6,1,21
Santa Rosa,Casado(a),25 - 44,135,85,50,21
Santa Rosa,Casado(a),45 - 64,372,191,181,21
Santa Rosa,Casado(a),65 y más,790,505,285,21
Santa Rosa,Casado(a),Ignorado,0,0,0,21
Santa Rosa,Unido(a),Todas las edades,35,15,20,21
Santa Rosa,Unido(a),Menos de 15 años,0,0,0,21
Santa Rosa,Unido(a),15 - 24,0,0,0,21
Santa Rosa,Unido(a),25 - 44,1,0,1,21
Santa Rosa,Unido(a),45 - 64,7,3,4,21
Santa Rosa,Unido(a),65 y más,27,12,15,21
Santa Rosa,Unido(a),Ignorado,0,0,0,21
Santa Rosa,Ignorado(a),Todas las edades,0,0,0,21
Santa Rosa,Ignorado(a),Menos de 15 años,0,0,0,21
Santa Rosa,Ignorado(a),15 - 24,0,0,0,21
Santa Rosa,Ignorado(a),25 - 44,0,0,0,21
Santa Rosa,Ignorado(a),45 - 64,0,0,0,21
Santa Rosa,Ignorado(a),65 y más,0,0,0,21
Santa Rosa,Ignorado(a),Ignorado,0,0,0,21
Sololá,Todos los estados civiles,Todas las edades,3048,1768,1280,21
Sololá,Todos los estados civiles,Menos de 15 años,25,18,7,21
Sololá,Todos los estados civiles,15 - 24,93,62,31,21
Sololá,Todos los estados civiles,25 - 44,436,295,141,21
Sololá,Todos los estados civiles,45 - 64,805,470,335,21
Sololá,Todos los estados civiles,65 y más,1683,920,763,21
Sololá,Todos los estados civiles,Ignorado,6,3,3,21
Sololá,Soltero(a),Todas las edades,1528,826,702,21
Sololá,Soltero(a),Menos de 15 años,25,18,7,21
Sololá,Soltero(a),15 - 24,81,51,30,21
Sololá,Soltero(a),25 - 44,236,167,69,21
Sololá,Soltero(a),45 - 64,281,163,118,21
Sololá,Soltero(a),65 y más,901,424,477,21
Sololá,Soltero(a),Ignorado,4,3,1,21
Sololá,Casado(a),Todas las edades,1289,798,491,21
Sololá,Casado(a),Menos de 15 años,0,0,0,21
Sololá,Casado(a),15 - 24,12,11,1,21
Sololá,Casado(a),25 - 44,197,126,71,21
Sololá,Casado(a),45 - 64,461,277,184,21
Sololá,Casado(a),65 y más,619,384,235,21
Sololá,Casado(a),Ignorado,0,0,0,21
Sololá,Unido(a),Todas las edades,225,141,84,21
Sololá,Unido(a),Menos de 15 años,0,0,0,21
Sololá,Unido(a),15 - 24,0,0,0,21
Sololá,Unido(a),25 - 44,3,2,1,21
Sololá,Unido(a),45 - 64,62,30,32,21
Sololá,Unido(a),65 y más,160,109,51,21
Sololá,Unido(a),Ignorado,0,0,0,21
Sololá,Ignorado(a),Todas las edades,6,3,3,21
Sololá,Ignorado(a),Menos de 15 años,0,0,0,21
Sololá,Ignorado(a),15 - 24,0,0,0,21
Sololá,Ignorado(a),25 - 44,0,0,0,21
Sololá,Ignorado(a),45 - 64,1,0,1,21
Sololá,Ignorado(a),65 y más,3,3,0,21
Sololá,Ignorado(a),Ignorado,2,0,2,21
Totonicapán,Todos los estados civiles,Todas las edades,3920,2218,1702,21
Totonicapán,Todos los estados civiles,Menos de 15 años,55,30,25,21
Totonicapán,Todos los estados civiles,15 - 24,95,52,43,21
Totonicapán,Todos los estados civiles,25 - 44,559,361,198,21
Totonicapán,Todos los estados civiles,45 - 64,1039,599,440,21
Totonicapán,Todos los estados civiles,65 y más,2165,1174,991,21
Totonicapán,Todos los estados civiles,Ignorado,7,2,5,21
Totonicapán,Soltero(a),Todas las edades,1649,777,872,21
Totonicapán,Soltero(a),Menos de 15 años,55,30,25,21
Totonicapán,Soltero(a),15 - 24,78,45,33,21
Totonicapán,Soltero(a),25 - 44,270,168,102,21
Totonicapán,Soltero(a),45 - 64,326,173,153,21
Totonicapán,Soltero(a),65 y más,917,359,558,21
Totonicapán,Soltero(a),Ignorado,3,2,1,21
Totonicapán,Casado(a),Todas las edades,2132,1356,776,21
Totonicapán,Casado(a),Menos de 15 años,0,0,0,21
Totonicapán,Casado(a),15 - 24,17,7,10,21
Totonicapán,Casado(a),25 - 44,288,192,96,21
Totonicapán,Casado(a),45 - 64,695,420,275,21
Totonicapán,Casado(a),65 y más,1132,737,395,21
Totonicapán,Casado(a),Ignorado,0,0,0,21
Totonicapán,Unido(a),Todas las edades,135,85,50,21
Totonicapán,Unido(a),Menos de 15 años,0,0,0,21
Totonicapán,Unido(a),15 - 24,0,0,0,21
Totonicapán,Unido(a),25 - 44,1,1,0,21
Totonicapán,Unido(a),45 - 64,18,6,12,21
Totonicapán,Unido(a),65 y más,116,78,38,21
Totonicapán,Unido(a),Ignorado,0,0,0,21
Totonicapán,Ignorado(a),Todas las edades,4,0,4,21
Totonicapán,Ignorado(a),Menos de 15 años,0,0,0,21
Totonicapán,Ignorado(a),15 - 24,0,0,0,21
Totonicapán,Ignorado(a),25 - 44,0,0,0,21
Totonicapán,Ignorado(a),45 - 64,0,0,0,21
Totonicapán,Ignorado(a),65 y más,0,0,0,21
Totonicapán,Ignorado(a),Ignorado,4,0,4,21
Quetzaltenango,Todos los estados civiles,Todas las edades,6904,3861,3043,21
Quetzaltenango,Todos los estados civiles,Menos de 15 años,270,145,125,21
Quetzaltenango,Todos los estados civiles,15 - 24,209,145,64,21
Quetzaltenango,Todos los estados civiles,25 - 44,941,645,296,21
Quetzaltenango,Todos los estados civiles,45 - 64,1708,1003,705,21
Quetzaltenango,Todos los estados civiles,65 y más,3768,1917,1851,21
Quetzaltenango,Todos los estados civiles,Ignorado,8,6,2,21
Quetzaltenango,Soltero(a),Todas las edades,3404,1749,1655,21
Quetzaltenango,Soltero(a),Menos de 15 años,270,145,125,21
Quetzaltenango,Soltero(a),15 - 24,193,138,55,21
Quetzaltenango,Soltero(a),25 - 44,531,370,161,21
Quetzaltenango,Soltero(a),45 - 64,614,340,274,21
Quetzaltenango,Soltero(a),65 y más,1792,753,1039,21
Quetzaltenango,Soltero(a),Ignorado,4,3,1,21
Quetzaltenango,Casado(a),Todas las edades,3341,2019,1322,21
Quetzaltenango,Casado(a),Menos de 15 años,0,0,0,21
Quetzaltenango,Casado(a),15 - 24,16,7,9,21
Quetzaltenango,Casado(a),25 - 44,404,273,131,21
Quetzaltenango,Casado(a),45 - 64,1063,650,413,21
Quetzaltenango,Casado(a),65 y más,1857,1088,769,21
Quetzaltenango,Casado(a),Ignorado,1,1,0,21
Quetzaltenango,Unido(a),Todas las edades,153,91,62,21
Quetzaltenango,Unido(a),Menos de 15 años,0,0,0,21
Quetzaltenango,Unido(a),15 - 24,0,0,0,21
Quetzaltenango,Unido(a),25 - 44,5,2,3,21
Quetzaltenango,Unido(a),45 - 64,31,13,18,21
Quetzaltenango,Unido(a),65 y más,117,76,41,21
Quetzaltenango,Unido(a),Ignorado,0,0,0,21
Quetzaltenango,Ignorado(a),Todas las edades,6,2,4,21
Quetzaltenango,Ignorado(a),Menos de 15 años,0,0,0,21
Quetzaltenango,Ignorado(a),15 - 24,0,0,0,21
Quetzaltenango,Ignorado(a),25 - 44,1,0,1,21
Quetzaltenango,Ignorado(a),45 - 64,0,0,0,21
Quetzaltenango,Ignorado(a),65 y más,2,0,2,21
Quetzaltenango,Ignorado(a),Ignorado,3,2,1,21
Suchitepéquez,Todos los estados civiles,Todas las edades,4330,2444,1886,21
Suchitepéquez,Todos los estados civiles,Menos de 15 años,73,39,34,21
Suchitepéquez,Todos los estados civiles,15 - 24,135,97,38,21
Suchitepéquez,Todos los estados civiles,25 - 44,585,422,163,21
Suchitepéquez,Todos los estados civiles,45 - 64,1174,639,535,21
Suchitepéquez,Todos los estados civiles,65 y más,2357,1245,1112,21
Suchitepéquez,Todos los estados civiles,Ignorado,6,2,4,21
Suchitepéquez,Soltero(a),Todas las edades,2142,1138,1004,21
Suchitepéquez,Soltero(a),Menos de 15 años,73,39,34,21
Suchitepéquez,Soltero(a),15 - 24,124,92,32,21
Suchitepéquez,Soltero(a),25 - 44,332,249,83,21
Suchitepéquez,Soltero(a),45 - 64,423,225,198,21
Suchitepéquez,Soltero(a),65 y más,1185,531,654,21
Suchitepéquez,Soltero(a),Ignorado,5,2,3,21
Suchitepéquez,Casado(a),Todas las edades,2170,1298,872,21
Suchitepéquez,Casado(a),Menos de 15 años,0,0,0,21
Suchitepéquez,Casado(a),15 - 24,11,5,6,21
Suchitepéquez,Casado(a),25 - 44,253,173,80,21
Suchitepéquez,Casado(a),45 - 64,747,411,336,21
Suchitepéquez,Casado(a),65 y más,1159,709,450,21
Suchitepéquez,Casado(a),Ignorado,0,0,0,21
Suchitepéquez,Unido(a),Todas las edades,16,7,9,21
Suchitepéquez,Unido(a),Menos de 15 años,0,0,0,21
Suchitepéquez,Unido(a),15 - 24,0,0,0,21
Suchitepéquez,Unido(a),25 - 44,0,0,0,21
Suchitepéquez,Unido(a),45 - 64,4,3,1,21
Suchitepéquez,Unido(a),65 y más,12,4,8,21
Suchitepéquez,Unido(a),Ignorado,0,0,0,21
Suchitepéquez,Ignorado(a),Todas las edades,2,1,1,21
Suchitepéquez,Ignorado(a),Menos de 15 años,0,0,0,21
Suchitepéquez,Ignorado(a),15 - 24,0,0,0,21
Suchitepéquez,Ignorado(a),25 - 44,0,0,0,21
Suchitepéquez,Ignorado(a),45 - 64,0,0,0,21
Suchitepéquez,Ignorado(a),65 y más,1,1,0,21
Suchitepéquez,Ignorado(a),Ignorado,1,0,1,21
Retalhuleu,Todos los estados civiles,Todas las edades,2610,1497,1113,21
Retalhuleu,Todos los estados civiles,Menos de 15 años,56,37,19,21
Retalhuleu,Todos los estados civiles,15 - 24,83,59,24,21
Retalhuleu,Todos los estados civiles,25 - 44,362,255,107,21
Retalhuleu,Todos los estados civiles,45 - 64,681,377,304,21
Retalhuleu,Todos los estados civiles,65 y más,1427,768,659,21
Retalhuleu,Todos los estados civiles,Ignorado,1,1,0,21
Retalhuleu,Soltero(a),Todas las edades,1254,668,586,21
Retalhuleu,Soltero(a),Menos de 15 años,56,37,19,21
Retalhuleu,Soltero(a),15 - 24,71,51,20,21
Retalhuleu,Soltero(a),25 - 44,205,146,59,21
Retalhuleu,Soltero(a),45 - 64,236,120,116,21
Retalhuleu,Soltero(a),65 y más,686,314,372,21
Retalhuleu,Soltero(a),Ignorado,0,0,0,21
Retalhuleu,Casado(a),Todas las edades,1261,775,486,21
Retalhuleu,Casado(a),Menos de 15 años,0,0,0,21
Retalhuleu,Casado(a),15 - 24,12,8,4,21
Retalhuleu,Casado(a),25 - 44,156,109,47,21
Retalhuleu,Casado(a),45 - 64,426,246,180,21
Retalhuleu,Casado(a),65 y más,667,412,255,21
Retalhuleu,Casado(a),Ignorado,0,0,0,21
Retalhuleu,Unido(a),Todas las edades,94,53,41,21
Retalhuleu,Unido(a),Menos de 15 años,0,0,0,21
Retalhuleu,Unido(a),15 - 24,0,0,0,21
Retalhuleu,Unido(a),25 - 44,1,0,1,21
Retalhuleu,Unido(a),45 - 64,19,11,8,21
Retalhuleu,Unido(a),65 y más,74,42,32,21
Retalhuleu,Unido(a),Ignorado,0,0,0,21
Retalhuleu,Ignorado(a),Todas las edades,1,1,0,21
Retalhuleu,Ignorado(a),Menos de 15 años,0,0,0,21
Retalhuleu,Ignorado(a),15 - 24,0,0,0,21
Retalhuleu,Ignorado(a),25 - 44,0,0,0,21
Retalhuleu,Ignorado(a),45 - 64,0,0,0,21
Retalhuleu,Ignorado(a),65 y más,0,0,0,21
Retalhuleu,Ignorado(a),Ignorado,1,1,0,21
San Marcos,Todos los estados civiles,Todas las edades,7135,4179,2956,21
San Marcos,Todos los estados civiles,Menos de 15 años,276,163,113,21
San Marcos,Todos los estados civiles,15 - 24,207,140,67,21
San Marcos,Todos los estados civiles,25 - 44,898,616,282,21
San Marcos,Todos los estados civiles,45 - 64,1759,1037,722,21
San Marcos,Todos los estados civiles,65 y más,3989,2218,1771,21
San Marcos,Todos los estados civiles,Ignorado,6,5,1,21
San Marcos,Soltero(a),Todas las edades,3694,2092,1602,21
San Marcos,Soltero(a),Menos de 15 años,276,163,113,21
San Marcos,Soltero(a),15 - 24,193,131,62,21
San Marcos,Soltero(a),25 - 44,564,406,158,21
San Marcos,Soltero(a),45 - 64,683,405,278,21
San Marcos,Soltero(a),65 y más,1973,983,990,21
San Marcos,Soltero(a),Ignorado,5,4,1,21
San Marcos,Casado(a),Todas las edades,3305,2009,1296,21
San Marcos,Casado(a),Menos de 15 años,0,0,0,21
San Marcos,Casado(a),15 - 24,14,9,5,21
San Marcos,Casado(a),25 - 44,331,208,123,21
San Marcos,Casado(a),45 - 64,1030,613,417,21
San Marcos,Casado(a),65 y más,1930,1179,751,21
San Marcos,Casado(a),Ignorado,0,0,0,21
San Marcos,Unido(a),Todas las edades,133,75,58,21
San Marcos,Unido(a),Menos de 15 años,0,0,0,21
San Marcos,Unido(a),15 - 24,0,0,0,21
San Marcos,Unido(a),25 - 44,3,2,1,21
San Marcos,Unido(a),45 - 64,45,18,27,21
San Marcos,Unido(a),65 y más,85,55,30,21
San Marcos,Unido(a),Ignorado,0,0,0,21
San Marcos,Ignorado(a),Todas las edades,3,3,0,21
San Marcos,Ignorado(a),Menos de 15 años,0,0,0,21
San Marcos,Ignorado(a),15 - 24,0,0,0,21
San Marcos,Ignorado(a),25 - 44,0,0,0,21
San Marcos,Ignorado(a),45 - 64,1,1,0,21
San Marcos,Ignorado(a),65 y más,1,1,0,21
San Marcos,Ignorado(a),Ignorado,1,1,0,21
Huehuetenango,Todos los estados civiles,Todas las edades,6531,3694,2837,21
Huehuetenango,Todos los estados civiles,Menos de 15 años,256,129,127,21
Huehuetenango,Todos los estados civiles,15 - 24,228,141,87,21
Huehuetenango,Todos los estados civiles,25 - 44,847,526,321,21
Huehuetenango,Todos los estados civiles,45 - 64,1512,858,654,21
Huehuetenango,Todos los estados civiles,65 y más,3687,2040,1647,21
Huehuetenango,Todos los estados civiles,Ignorado,1,0,1,21
Huehuetenango,Soltero(a),Todas las edades,3764,2016,1748,21
Huehuetenango,Soltero(a),Menos de 15 años,256,129,127,21
Huehuetenango,Soltero(a),15 - 24,211,131,80,21
Huehuetenango,Soltero(a),25 - 44,496,314,182,21
Huehuetenango,Soltero(a),45 - 64,598,329,269,21
Huehuetenango,Soltero(a),65 y más,2203,1113,1090,21
Huehuetenango,Soltero(a),Ignorado,0,0,0,21
Huehuetenango,Casado(a),Todas las edades,2745,1670,1075,21
Huehuetenango,Casado(a),Menos de 15 años,0,0,0,21
Huehuetenango,Casado(a),15 - 24,17,10,7,21
Huehuetenango,Casado(a),25 - 44,350,212,138,21
Huehuetenango,Casado(a),45 - 64,914,529,385,21
Huehuetenango,Casado(a),65 y más,1463,919,544,21
Huehuetenango,Casado(a),Ignorado,1,0,1,21
Huehuetenango,Unido(a),Todas las edades,19,6,13,21
Huehuetenango,Unido(a),Menos de 15 años,0,0,0,21
Huehuetenango,Unido(a),15 - 24,0,0,0,21
Huehuetenango,Unido(a),25 - 44,0,0,0,21
Huehuetenango,Unido(a),45 - 64,0,0,0,21
Huehuetenango,Unido(a),65 y más,19,6,13,21
Huehuetenango,Unido(a),Ignorado,0,0,0,21
Huehuetenango,Ignorado(a),Todas las edades,3,2,1,21
Huehuetenango,Ignorado(a),Menos de 15 años,0,0,0,21
Huehuetenango,Ignorado(a),15 - 24,0,0,0,21
