Departamento de residencia,Estado civil,Grupos de edad,Total,Hombres,Mujeres,Anio
Izabal,Todos los estados civiles,Todas las edades,1213,730,483,09
Izabal,Soltero(a),Menos de 15 años,244,131,113,09
Izabal,Soltero(a),15 - 24,134,107,27,09
Izabal,Soltero(a),25 - 44,263,204,59,09
Izabal,Soltero(a),45 - 64,196,106,90,09
Izabal,Soltero(a),65 y más,372,181,191,09
Izabal,Soltero(a),Ignorado,4,1,3,09
Izabal,Casado(a),Todas las edades,589,343,246,09
Izabal,Casado(a),Menos de 15 años,1,1,0,09
Izabal,Casado(a),15 - 24,11,7,4,09
Izabal,Casado(a),25 - 44,97,66,31,09
Izabal,Casado(a),45 - 64,196,102,94,09
Izabal,Casado(a),65 y más,284,167,117,09
Izabal,Casado(a),Ignorado,0,0,0,09
Izabal,Unido(a),Todas las edades,27,10,17,09
Izabal,Unido(a),Menos de 15 años,0,0,0,09
Izabal,Unido(a),15 - 24,0,0,0,09
Izabal,Unido(a),25 - 44,1,0,1,09
Izabal,Unido(a),45 - 64,8,3,5,09
Izabal,Unido(a),65 y más,18,7,11,09
Izabal,Unido(a),Ignorado,0,0,0,09
Izabal,Ignorado(a),Todas las edades,44,31,13,09
Izabal,Ignorado(a),Menos de 15 años,32,22,10,09
Izabal,Ignorado(a),15 - 24,3,1,2,09
Izabal,Ignorado(a),25 - 44,3,3,0,09
Izabal,Ignorado(a),45 - 64,2,2,0,09
Izabal,Ignorado(a),65 y más,3,2,1,09
Izabal,Ignorado(a),Ignorado,1,1,0,09
Zacapa,Todos los estados civiles,Todas las edades,1294,746,548,09
Zacapa,Todos los estados civiles,Menos de 15 años,166,67,99,09
Zacapa,Todos los estados civiles,15 - 24,87,63,24,09
Zacapa,Todos los estados civiles,25 - 44,200,144,56,09
Zacapa,Todos los estados civiles,45 - 64,258,134,124,09
Zacapa,Todos los estados civiles,65 y más,577,337,240,09
Zacapa,Todos los estados civiles,Ignorado,6,1,5,09
Zacapa,Todos los estados civiles,Todas las edades,779,433,346,09
Zacapa,Soltero(a),Menos de 15 años,135,55,80,09
Zacapa,Soltero(a),15 - 24,81,59,22,09
Zacapa,Soltero(a),25 - 44,131,97,34,09
Zacapa,Soltero(a),45 - 64,132,68,64,09
Zacapa,Soltero(a),65 y más,296,153,143,09
Zacapa,Soltero(a),Ignorado,4,1,3,09
Zacapa,Casado(a),Todas las edades,472,295,177,09
Zacapa,Casado(a),Menos de 15 años,0,0,0,09
Zacapa,Casado(a),15 - 24,5,4,1,09
Zacapa,Casado(a),25 - 44,66,44,22,09
Zacapa,Casado(a),45 - 64,123,64,59,09
Zacapa,Casado(a),65 y más,277,183,94,09
Zacapa,Casado(a),Ignorado,1,0,1,09
Zacapa,Unido(a),Todas las edades,4,1,3,09
Zacapa,Unido(a),Menos de 15 años,0,0,0,09
Zacapa,Unido(a),15 - 24,0,0,0,09
Zacapa,Unido(a),25 - 44,0,0,0,09
Zacapa,Unido(a),45 - 64,1,0,1,09
Zacapa,Unido(a),65 y más,3,1,2,09
Zacapa,Unido(a),Ignorado,0,0,0,09
Zacapa,Ignorado(a),Todas las edades,39,17,22,09
Zacapa,Ignorado(a),Menos de 15 años,31,12,19,09
Zacapa,Ignorado(a),15 - 24,1,0,1,09
Zacapa,Ignorado(a),25 - 44,3,3,0,09
Zacapa,Ignorado(a),45 - 64,2,2,0,09
Zacapa,Ignorado(a),65 y más,1,0,1,09
Zacapa,Ignorado(a),Ignorado,1,0,1,09
Chiquimula,Todos los estados civiles,Todas las edades,1985,1165,820,09
Chiquimula,Todos los estados civiles,Menos de 15 años,316,168,148,09
Chiquimula,Todos los estados civiles,15 - 24,138,110,28,09
Chiquimula,Todos los estados civiles,25 - 44,311,224,87,09
Chiquimula,Todos los estados civiles,45 - 64,427,254,173,09
Chiquimula,Todos los estados civiles,65 y más,786,405,381,09
Chiquimula,Todos los estados civiles,Ignorado,7,4,3,09
Chiquimula,Todos los estados civiles,Todas las edades,1261,755,506,09
Chiquimula,Soltero(a),Menos de 15 años,268,144,124,09
Chiquimula,Soltero(a),15 - 24,129,107,22,09
Chiquimula,Soltero(a),25 - 44,209,156,53,09
Chiquimula,Soltero(a),45 - 64,224,135,89,09
Chiquimula,Soltero(a),65 y más,426,211,215,09
Chiquimula,Soltero(a),Ignorado,5,2,3,09
Chiquimula,Casado(a),Todas las edades,640,369,271,09
Chiquimula,Casado(a),Menos de 15 años,1,1,0,09
Chiquimula,Casado(a),15 - 24,8,3,5,09
Chiquimula,Casado(a),25 - 44,100,66,34,09
Chiquimula,Casado(a),45 - 64,198,115,83,09
Chiquimula,Casado(a),65 y más,331,182,149,09
Chiquimula,Casado(a),Ignorado,2,2,0,09
Chiquimula,Unido(a),Todas las edades,17,9,8,09
Chiquimula,Unido(a),Menos de 15 años,0,0,0,09
Chiquimula,Unido(a),15 - 24,0,0,0,09
Chiquimula,Unido(a),25 - 44,2,2,0,09
Chiquimula,Unido(a),45 - 64,0,0,0,09
Chiquimula,Unido(a),65 y más,15,7,8,09
Chiquimula,Unido(a),Ignorado,0,0,0,09
Chiquimula,Ignorado(a),Todas las edades,67,32,35,09
Chiquimula,Ignorado(a),Menos de 15 años,47,23,24,09
Chiquimula,Ignorado(a),15 - 24,1,0,1,09
Chiquimula,Ignorado(a),25 - 44,0,0,0,09
Chiquimula,Ignorado(a),45 - 64,5,4,1,09
Chiquimula,Ignorado(a),65 y más,14,5,9,09
Chiquimula,Ignorado(a),Ignorado,0,0,0,09
Jalapa,Todos los estados civiles,Todas las edades,1584,911,673,09
Jalapa,Todos los estados civiles,Menos de 15 años,290,146,144,09
Jalapa,Todos los estados civiles,15 - 24,132,95,37,09
Jalapa,Todos los estados civiles,25 - 44,270,195,75,09
Jalapa,Todos los estados civiles,45 - 64,307,164,143,09
Jalapa,Todos los estados civiles,65 y más,581,311,270,09
Jalapa,Todos los estados civiles,Ignorado,4,0,4,09
Jalapa,Todos los estados civiles,Todas las edades,783,454,329,09
Jalapa,Soltero(a),Menos de 15 años,175,91,84,09
Jalapa,Soltero(a),15 - 24,116,83,33,09
Jalapa,Soltero(a),25 - 44,159,120,39,09
Jalapa,Soltero(a),45 - 64,90,52,38,09
Jalapa,Soltero(a),65 y más,241,108,133,09
Jalapa,Soltero(a),Ignorado,2,0,2,09
Jalapa,Casado(a),Todas las edades,665,393,272,09
Jalapa,Casado(a),Menos de 15 años,0,0,0,09
Jalapa,Casado(a),15 - 24,11,9,2,09
Jalapa,Casado(a),25 - 44,106,72,34,09
Jalapa,Casado(a),45 - 64,214,112,102,09
Jalapa,Casado(a),65 y más,334,200,134,09
Jalapa,Casado(a),Ignorado,0,0,0,09
Jalapa,Unido(a),Todas las edades,7,2,5,09
Jalapa,Unido(a),Menos de 15 años,0,0,0,09
Jalapa,Unido(a),15 - 24,0,0,0,09
Jalapa,Unido(a),25 - 44,1,0,1,09
Jalapa,Unido(a),45 - 64,2,0,2,09
Jalapa,Unido(a),65 y más,4,2,2,09
Jalapa,Unido(a),Ignorado,0,0,0,09
Jalapa,Ignorado(a),Todas las edades,129,62,67,09
Jalapa,Ignorado(a),Menos de 15 años,115,55,60,09
Jalapa,Ignorado(a),15 - 24,5,3,2,09
Jalapa,Ignorado(a),25 - 44,4,3,1,09
Jalapa,Ignorado(a),45 - 64,1,0,1,09
Jalapa,Ignorado(a),65 y más,2,1,1,09
Jalapa,Ignorado(a),Ignorado,2,0,2,09
Jutiapa,Todos los estados civiles,Todas las edades,2499,1500,999,09
Jutiapa,Todos los estados civiles,Menos de 15 años,249,139,110,09
Jutiapa,Todos los estados civiles,15 - 24,175,127,48,09
Jutiapa,Todos los estados civiles,25 - 44,423,312,111,09
Jutiapa,Todos los estados civiles,45 - 64,511,292,219,09
Jutiapa,Todos los estados civiles,65 y más,1134,627,507,09
Jutiapa,Todos los estados civiles,Ignorado,7,3,4,09
Jutiapa,Todos los estados civiles,Todas las edades,1424,829,595,09
Jutiapa,Soltero(a),Menos de 15 años,224,127,97,09
Jutiapa,Soltero(a),15 - 24,165,120,45,09
Jutiapa,Soltero(a),25 - 44,279,202,77,09
Jutiapa,Soltero(a),45 - 64,212,116,96,09
Jutiapa,Soltero(a),65 y más,539,262,277,09
Jutiapa,Soltero(a),Ignorado,5,2,3,09
Jutiapa,Casado(a),Todas las edades,1032,651,381,09
Jutiapa,Casado(a),Menos de 15 años,0,0,0,09
Jutiapa,Casado(a),15 - 24,10,7,3,09
Jutiapa,Casado(a),25 - 44,143,109,34,09
Jutiapa,Casado(a),45 - 64,295,174,121,09
Jutiapa,Casado(a),65 y más,584,361,223,09
Jutiapa,Casado(a),Ignorado,0,0,0,09
Jutiapa,Unido(a),Todas las edades,10,4,6,09
Jutiapa,Unido(a),Menos de 15 años,0,0,0,09
Jutiapa,Unido(a),15 - 24,0,0,0,09
Jutiapa,Unido(a),25 - 44,1,1,0,09
Jutiapa,Unido(a),45 - 64,4,2,2,09
Jutiapa,Unido(a),65 y más,5,1,4,09
Jutiapa,Unido(a),Ignorado,0,0,0,09
Jutiapa,Ignorado(a),Todas las edades,33,16,17,09
Jutiapa,Ignorado(a),Menos de 15 años,25,12,13,09
Jutiapa,Ignorado(a),15 - 24,0,0,0,09
Jutiapa,Ignorado(a),25 - 44,0,0,0,09
Jutiapa,Ignorado(a),45 - 64,0,0,0,09
Jutiapa,Ignorado(a),65 y más,6,3,3,09
Jutiapa,Ignorado(a),Ignorado,2,1,1,09
Extranjero,Todos los estados civiles,Todas las edades,153,105,48,09
Extranjero,Todos los estados civiles,Menos de 15 años,10,2,8,09
Extranjero,Todos los estados civiles,15 - 24,21,16,5,09
Extranjero,Todos los estados civiles,25 - 44,52,38,14,09
Extranjero,Todos los estados civiles,45 - 64,43,33,10,09
Extranjero,Todos los estados civiles,65 y más,24,13,11,09
Extranjero,Todos los estados civiles,Ignorado,3,3,0,09
Extranjero,Todos los estados civiles,Todas las edades,101,68,33,09
Extranjero,Soltero(a),Menos de 15 años,6,2,4,09
Extranjero,Soltero(a),15 - 24,19,15,4,09
Extranjero,Soltero(a),25 - 44,36,27,9,09
Extranjero,Soltero(a),45 - 64,22,16,6,09
Extranjero,Soltero(a),65 y más,15,5,10,09
Extranjero,Soltero(a),Ignorado,3,3,0,09
Extranjero,Casado(a),Todas las edades,31,23,8,09
Extranjero,Casado(a),Menos de 15 años,0,0,0,09
Extranjero,Casado(a),15 - 24,1,1,0,09
Extranjero,Casado(a),25 - 44,8,5,3,09
Extranjero,Casado(a),45 - 64,17,13,4,09
Extranjero,Casado(a),65 y más,5,4,1,09
Extranjero,Casado(a),Ignorado,0,0,0,09
Extranjero,Unido(a),Todas las edades,1,1,0,09
Extranjero,Unido(a),Menos de 15 años,0,0,0,09
Extranjero,Unido(a),15 - 24,0,0,0,09
Extranjero,Unido(a),25 - 44,0,0,0,09
Extranjero,Unido(a),45 - 64,0,0,0,09
Extranjero,Unido(a),65 y más,1,1,0,09
Extranjero,Unido(a),Ignorado,0,0,0,09
Extranjero,Ignorado(a),Todas las edades,20,13,7,09
Extranjero,Ignorado(a),Menos de 15 años,4,0,4,09
Extranjero,Ignorado(a),15 - 24,1,0,1,09
Extranjero,Ignorado(a),25 - 44,8,6,2,09
Extranjero,Ignorado(a),45 - 64,4,4,0,09
Extranjero,Ignorado(a),65 y más,3,3,0,09
Extranjero,Ignorado(a),Ignorado,0,0,0,09
Ignorado,Todos los estados civiles,Todas las edades,1976,1299,677,09
Ignorado,Todos los estados civiles,Menos de 15 años,1208,673,535,09
Ignorado,Todos los estados civiles,15 - 24,152,113,39,09
Ignorado,Todos los estados civiles,25 - 44,311,273,38,09
Ignorado,Todos los estados civiles,45 - 64,119,107,12,09
Ignorado,Todos los estados civiles,65 y más,68,56,12,09
Ignorado,Todos los estados civiles,Ignorado,118,77,41,09
Ignorado,Todos los estados civiles,Todas las edades,1485,876,609,09
Ignorado,Soltero(a),Menos de 15 años,1195,662,533,09
Ignorado,Soltero(a),15 - 24,95,73,22,09
Ignorado,Soltero(a),25 - 44,66,58,8,09
Ignorado,Soltero(a),45 - 64,23,19,4,09
Ignorado,Soltero(a),65 y más,22,14,8,09
Ignorado,Soltero(a),Ignorado,84,50,34,09
Ignorado,Casado(a),Todas las edades,12,9,3,09
Ignorado,Casado(a),Menos de 15 años,0,0,0,09
Ignorado,Casado(a),15 - 24,1,1,0,09
Ignorado,Casado(a),25 - 44,4,2,2,09
Ignorado,Casado(a),45 - 64,5,4,1,09
Ignorado,Casado(a),65 y más,2,2,0,09
Ignorado,Casado(a),Ignorado,0,0,0,09
Ignorado,Unido(a),Todas las edades,0,0,0,09
Ignorado,Unido(a),Menos de 15 años,0,0,0,09
Ignorado,Unido(a),15 - 24,0,0,0,09
Ignorado,Unido(a),25 - 44,0,0,0,09
Ignorado,Unido(a),45 - 64,0,0,0,09
Ignorado,Unido(a),65 y más,0,0,0,09
Ignorado,Unido(a),Ignorado,0,0,0,09
Ignorado,Ignorado(a),Todas las edades,479,414,65,09
Ignorado,Ignorado(a),Menos de 15 años,13,11,2,09
Ignorado,Ignorado(a),15 - 24,56,39,17,09
Ignorado,Ignorado(a),25 - 44,241,213,28,09
Ignorado,Ignorado(a),45 - 64,91,84,7,09
Ignorado,Ignorado(a),65 y más,44,40,4,09
Ignorado,Ignorado(a),Ignorado,34,27,7,09
Todos los departamentos,Todos los estados civiles,Todas las edades,72748,41829,30919,10
Todos los departamentos,Todos los estados civiles,Menos de 15 años,12278,6878,5400,10
Todos los departamentos,Todos los estados civiles,15 - 24,5159,3778,1381,10
Todos los departamentos,Todos los estados civiles,25 - 44,11210,7988,3222,10
Todos los departamentos,Todos los estados civiles,45 - 64,14049,7944,6105,10
Todos los departamentos,Todos los estados civiles,65 y más,28899,14471,14428,10
Todos los departamentos,Todos los estados civiles,Ignorado,1153,770,383,10
Todos los departamentos,Todos los estados civiles,Todas las edades,43693,24993,18700,10
Todos los departamentos,Soltero(a),Menos de 15 años,11329,6327,5002,10
Todos los departamentos,Soltero(a),15 - 24,4682,3490,1192,10
Todos los departamentos,Soltero(a),25 - 44,6875,5023,1852,10
Todos los departamentos,Soltero(a),45 - 64,6331,3519,2812,10
Todos los departamentos,Soltero(a),65 y más,13800,6200,7600,10
Todos los departamentos,Soltero(a),Ignorado,676,434,242,10
Todos los departamentos,Todos los estados civiles,Todas las edades,26581,15271,11310,10
Todos los departamentos,Casado(a),Menos de 15 años,5,4,1,10
Todos los departamentos,Casado(a),15 - 24,396,232,164,10
Todos los departamentos,Casado(a),25 - 44,4055,2735,1320,10
Todos los departamentos,Casado(a),45 - 64,7474,4263,3211,10
Todos los departamentos,Casado(a),65 y más,14530,7963,6567,10
Todos los departamentos,Casado(a),Ignorado,121,74,47,10
Todos los departamentos,Todos los estados civiles,Todas las edades,596,315,281,10
Todos los departamentos,Unido(a),Menos de 15 años,0,0,0,10
Todos los departamentos,Unido(a),15 - 24,5,1,4,10
Todos los departamentos,Unido(a),25 - 44,41,27,14,10
Todos los departamentos,Unido(a),45 - 64,119,63,56,10
Todos los departamentos,Unido(a),65 y más,420,222,198,10
Todos los departamentos,Unido(a),Ignorado,11,2,9,10
Todos los departamentos,Todos los estados civiles,Todas las edades,1878,1250,628,10
Todos los departamentos,Ignorado(a),Menos de 15 años,944,547,397,10
Todos los departamentos,Ignorado(a),15 - 24,76,55,21,10
Todos los departamentos,Ignorado(a),25 - 44,239,203,36,10
Todos los departamentos,Ignorado(a),45 - 64,125,99,26,10
Todos los departamentos,Ignorado(a),65 y más,149,86,63,10
Todos los departamentos,Ignorado(a),Ignorado,345,260,85,10
Guatemala,Todos los estados civiles,Todas las edades,18187,10367,7820,10
