Departamento de ocurrencia,Pueblo de pertenencia de la madre,Total,Menos de 15,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 y más,Ignorado,Anio,Departamento de residencia
,Ignorado,1989,71,1235,320,134,130,72,21,5,0,1,19,Quetzaltenango
,Todos los pueblos,13252,68,2306,4459,3303,1929,937,235,12,2,1,19,Suchitepéquez
,Maya,3966,1,268,961,1327,839,431,127,11,1,0,19,Suchitepéquez
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,19,Suchitepéquez
,Xinka,1,0,1,0,0,0,0,0,0,0,0,19,Suchitepéquez
,Mestizo/Ladino,7033,12,920,2726,1831,983,459,100,1,1,0,19,Suchitepéquez
,Otro,419,0,118,277,14,5,5,0,0,0,0,19,Suchitepéquez
,Ignorado,1833,55,999,495,131,102,42,8,0,0,1,19,Suchitepéquez
,Todos los pueblos,7752,47,1457,2608,1911,1042,536,137,12,1,1,19,Retalhuleu
,Maya,684,0,53,170,209,144,83,24,1,0,0,19,Retalhuleu
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,19,Retalhuleu
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Retalhuleu
,Mestizo/Ladino,6530,31,1130,2383,1604,842,423,105,11,1,0,19,Retalhuleu
,Otro,28,0,8,15,3,2,0,0,0,0,0,19,Retalhuleu
,Ignorado,510,16,266,40,95,54,30,8,0,0,1,19,Retalhuleu
,Todos los pueblos,27460,149,5429,8381,6299,4052,2280,808,51,5,6,19,San Marcos
,Maya,8253,4,994,2299,2053,1504,962,406,28,3,0,19,San Marcos
,Garífuna,4,0,0,1,0,0,2,1,0,0,0,19,San Marcos
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,San Marcos
,Mestizo/Ladino,15631,8,2194,5420,4011,2399,1215,359,22,2,1,19,San Marcos
,Otro,284,0,45,186,24,16,7,6,0,0,0,19,San Marcos
,Ignorado,3288,137,2196,475,211,133,94,36,1,0,5,19,San Marcos
,Todos los pueblos,36881,235,7928,11072,8059,5459,3075,958,91,3,1,19,Huehuetenango
,Maya,23526,55,3844,7416,5406,3748,2272,720,63,2,0,19,Huehuetenango
,Garífuna,3,0,1,0,1,0,0,1,0,0,0,19,Huehuetenango
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Huehuetenango
,Mestizo/Ladino,9671,6,1424,3077,2542,1609,766,219,27,1,0,19,Huehuetenango
,Otro,322,0,116,169,9,18,7,3,0,0,0,19,Huehuetenango
,Ignorado,3359,174,2543,410,101,84,30,15,1,0,1,19,Huehuetenango
,Todos los pueblos,29288,172,5458,8793,6778,4476,2580,953,75,3,0,19,Quiche
,Maya,24426,89,3645,7169,6119,4053,2379,895,74,3,0,19,Quiche
,Garífuna,6,0,1,1,3,0,1,0,0,0,0,19,Quiche
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Quiche
,Mestizo/Ladino,1990,15,355,652,488,303,138,39,0,0,0,19,Quiche
,Otro,547,0,50,379,64,35,14,5,0,0,0,19,Quiche
,Ignorado,2319,68,1407,592,104,85,48,14,1,0,0,19,Quiche
,Todos los pueblos,7831,47,1514,2416,1793,1181,664,202,14,0,0,19,Baja Verapaz
,Maya,4508,12,718,1384,1097,724,424,141,8,0,0,19,Baja Verapaz
,Garífuna,1,0,0,1,0,0,0,0,0,0,0,19,Baja Verapaz
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Baja Verapaz
,Mestizo/Ladino,2228,2,280,706,600,386,195,54,5,0,0,19,Baja Verapaz
,Otro,116,0,16,96,2,1,1,0,0,0,0,19,Baja Verapaz
,Ignorado,978,33,500,229,94,70,44,7,1,0,0,19,Baja Verapaz
,Todos los pueblos,34614,227,7640,10503,7238,5042,2958,942,60,3,1,19,Alta Verapaz
,Maya,28712,96,4521,9114,6637,4638,2753,894,56,3,0,19,Alta Verapaz
,Garífuna,3,0,2,1,0,0,0,0,0,0,0,19,Alta Verapaz
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Alta Verapaz
,Mestizo/Ladino,1540,1,155,490,468,256,141,27,2,0,0,19,Alta Verapaz
,Otro,443,0,186,156,39,39,17,5,0,0,1,19,Alta Verapaz
,Ignorado,3916,130,2776,742,94,109,47,16,2,0,0,19,Alta Verapaz
,Todos los pueblos,14851,160,3427,4632,3207,2004,1094,300,22,4,1,19,Peten
,Maya,4668,32,993,1435,1034,654,391,120,6,3,0,19,Peten
,Garífuna,3,0,0,2,0,1,0,0,0,0,0,19,Peten
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Peten
,Mestizo/Ladino,9377,79,1833,3087,2157,1331,695,177,16,1,1,19,Peten
,Otro,73,0,19,50,1,2,1,0,0,0,0,19,Peten
,Ignorado,730,49,582,58,15,16,7,3,0,0,0,19,Peten
,Todos los pueblos,9393,55,2133,3179,2049,1203,583,176,14,0,1,19,Izabal
,Maya,3075,9,696,997,679,391,224,72,7,0,0,19,Izabal
,Garífuna,49,0,7,17,14,8,2,1,0,0,0,19,Izabal
,Xinka,2,0,0,2,0,0,0,0,0,0,0,19,Izabal
,Mestizo/Ladino,5534,10,929,2069,1299,777,344,98,7,0,1,19,Izabal
,Otro,33,1,8,24,0,0,0,0,0,0,0,19,Izabal
,Ignorado,700,35,493,70,57,27,13,5,0,0,0,19,Izabal
,Todos los pueblos,5460,33,991,1769,1332,822,392,108,9,0,4,19,Zacapa
,Maya,28,0,0,5,14,8,1,0,0,0,0,19,Zacapa
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,19,Zacapa
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Zacapa
,Mestizo/Ladino,4622,7,512,1524,1290,795,382,103,8,0,1,19,Zacapa
,Otro,151,0,55,84,4,4,2,2,0,0,0,19,Zacapa
,Ignorado,659,26,424,156,24,15,7,3,1,0,3,19,Zacapa
,Todos los pueblos,10123,73,1897,2981,2341,1598,908,307,14,4,0,19,Chiquimula
,Maya,1448,2,52,290,470,361,201,68,1,3,0,19,Chiquimula
,Garífuna,1,0,0,1,0,0,0,0,0,0,0,19,Chiquimula
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Chiquimula
,Mestizo/Ladino,7453,6,1157,2509,1796,1110,645,217,13,0,0,19,Chiquimula
,Otro,120,0,13,81,9,12,3,2,0,0,0,19,Chiquimula
,Ignorado,1101,65,675,100,66,115,59,20,0,1,0,19,Chiquimula
,Todos los pueblos,8931,52,1731,2783,2027,1321,769,226,20,2,0,19,Jalapa
,Maya,1026,0,6,86,324,306,226,72,5,1,0,19,Jalapa
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,19,Jalapa
,Xinka,298,0,155,136,4,1,1,1,0,0,0,19,Jalapa
,Mestizo/Ladino,5619,3,675,1775,1572,935,505,139,14,1,0,19,Jalapa
,Otro,524,0,83,395,16,17,8,4,1,0,0,19,Jalapa
,Ignorado,1464,49,812,391,111,62,29,10,0,0,0,19,Jalapa
,Todos los pueblos,10357,41,1864,3168,2490,1661,874,243,12,2,2,19,Jutiapa
,Maya,147,0,4,6,50,53,26,8,0,0,0,19,Jutiapa
,Garífuna,3,0,1,1,0,0,1,0,0,0,0,19,Jutiapa
,Xinka,182,0,75,46,24,17,13,7,0,0,0,19,Jutiapa
,Mestizo/Ladino,8530,11,1098,2446,2367,1562,810,222,11,2,1,19,Jutiapa
,Otro,251,0,36,200,7,7,1,0,0,0,0,19,Jutiapa
,Ignorado,1244,30,650,469,42,22,23,6,1,0,1,19,Jutiapa
,Todos los pueblos,339,0,33,74,99,83,35,11,2,0,2,19,Extranjero
,Maya,23,0,1,4,10,6,2,0,0,0,0,19,Extranjero
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,19,Extranjero
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Extranjero
,Mestizo/Ladino,105,0,5,18,31,32,12,6,1,0,0,19,Extranjero
,Otro,7,0,0,1,2,1,3,0,0,0,0,19,Extranjero
,Ignorado,204,0,27,51,56,44,18,5,1,0,2,19,Extranjero
,Todos los pueblos,68,1,7,0,2,2,0,0,0,0,56,19,Ignorado
,Maya,0,0,0,0,0,0,0,0,0,0,0,19,Ignorado
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,19,Ignorado
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Ignorado
,Mestizo/Ladino,2,0,1,0,0,1,0,0,0,0,0,19,Ignorado
,Otro,0,0,0,0,0,0,0,0,0,0,0,19,Ignorado
,Ignorado,66,1,6,0,2,1,0,0,0,0,56,19,Ignorado
,Todos los pueblos,341212,1578,60410,105610,82401,53221,28846,8513,521,31,81,20,Todos los departamentos
,Maya,139860,164,17245,41477,36880,24653,14356,4772,298,14,1,20,Todos los departamentos
,Garífuna,51,0,11,22,12,4,1,1,0,0,0,20,Todos los departamentos
,Xinka,704,0,356,247,26,40,21,14,0,0,0,20,Todos los departamentos
,Mestizo/Ladino,150018,111,17267,47051,42585,26148,13275,3362,201,16,2,20,Todos los departamentos
,Otro,7988,4,1377,5413,621,346,177,46,4,0,0,20,Todos los departamentos
,Ignorado,42591,1299,24154,11400,2277,2030,1016,318,18,1,78,20,Todos los departamentos
,Todos los pueblos,54807,147,7146,15800,14551,10403,5351,1343,58,4,4,20,Guatemala
,Maya,7174,0,543,1661,2220,1637,836,264,13,0,0,20,Guatemala
,Garífuna,4,0,0,3,1,0,0,0,0,0,0,20,Guatemala
,Xinka,2,0,0,1,1,0,0,0,0,0,0,20,Guatemala
,Mestizo/Ladino,36879,19,2944,9007,11460,8170,4226,1004,44,4,1,20,Guatemala
,Otro,2919,1,478,2245,83,65,35,11,1,0,0,20,Guatemala
,Ignorado,7829,127,3181,2883,786,531,254,64,0,0,3,20,Guatemala
,Todos los pueblos,3560,18,636,1170,849,546,273,65,3,0,0,20,El Progreso
,Maya,41,0,8,6,13,9,4,1,0,0,0,20,El Progreso
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,20,El Progreso
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,El Progreso
,Mestizo/Ladino,3234,6,476,1146,813,482,249,59,3,0,0,20,El Progreso
,Otro,15,0,2,9,1,3,0,0,0,0,0,20,El Progreso
,Ignorado,270,12,150,9,22,52,20,5,0,0,0,20,El Progreso
,Todos los pueblos,6064,16,942,1930,1548,972,518,127,9,2,0,20,Sacatepéquez
,Maya,1941,0,158,506,610,389,221,53,4,0,0,20,Sacatepéquez
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,20,Sacatepéquez
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Sacatepéquez
,Mestizo/Ladino,2176,0,121,590,740,437,226,57,3,2,0,20,Sacatepéquez
,Otro,498,0,58,237,118,53,28,4,0,0,0,20,Sacatepéquez
,Ignorado,1449,16,605,597,80,93,43,13,2,0,0,20,Sacatepéquez
,Todos los pueblos,14090,20,1894,4208,3635,2529,1354,425,25,0,0,20,Chimaltenango
,Maya,9674,2,656,2766,2828,1955,1093,353,21,0,0,20,Chimaltenango
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,20,Chimaltenango
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Chimaltenango
,Mestizo/Ladino,2234,1,173,688,681,428,212,48,3,0,0,20,Chimaltenango
,Otro,281,0,69,181,19,11,1,0,0,0,0,20,Chimaltenango
,Ignorado,1901,17,996,573,107,135,48,24,1,0,0,20,Chimaltenango
,Todos los pueblos,14102,76,2800,4810,3496,1859,872,178,11,0,0,20,Escuintla
,Maya,390,0,20,76,143,95,44,12,0,0,0,20,Escuintla
,Garífuna,1,0,1,0,0,0,0,0,0,0,0,20,Escuintla
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Escuintla
,Mestizo/Ladino,10800,5,1233,3640,3255,1693,804,159,11,0,0,20,Escuintla
,Otro,359,0,86,234,22,14,2,1,0,0,0,20,Escuintla
,Ignorado,2552,71,1460,860,76,57,22,6,0,0,0,20,Escuintla
,Todos los pueblos,7696,34,1411,2571,1898,1052,570,148,12,0,0,20,Santa Rosa
,Maya,49,0,8,5,19,10,5,2,0,0,0,20,Santa Rosa
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,20,Santa Rosa
,Xinka,102,0,42,44,3,10,1,2,0,0,0,20,Santa Rosa
,Mestizo/Ladino,6610,0,737,2395,1824,971,533,138,12,0,0,20,Santa Rosa
,Otro,64,0,22,36,3,2,1,0,0,0,0,20,Santa Rosa
,Ignorado,871,34,602,91,49,59,30,6,0,0,0,20,Santa Rosa
,Todos los pueblos,9373,20,1310,2562,2300,1744,1101,311,24,1,0,20,Sololá
,Maya,8311,1,845,2236,2206,1644,1055,299,24,1,0,20,Sololá
,Garífuna,1,0,1,0,0,0,0,0,0,0,0,20,Sololá
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Sololá
,Mestizo/Ladino,238,1,30,67,58,56,21,5,0,0,0,20,Sololá
,Otro,129,0,18,93,7,5,4,2,0,0,0,20,Sololá
,Ignorado,694,18,416,166,29,39,21,5,0,0,0,20,Sololá
,Todos los pueblos,11838,34,1625,3507,3174,1963,1109,401,24,1,0,20,Totonicapán
,Maya,10441,4,1088,3036,2978,1877,1046,390,21,1,0,20,Totonicapán
,Garífuna,2,0,1,1,0,0,0,0,0,0,0,20,Totonicapán
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Totonicapán
,Mestizo/Ladino,327,1,21,143,87,43,24,7,1,0,0,20,Totonicapán
,Otro,180,0,4,73,76,11,15,1,0,0,0,20,Totonicapán
,Ignorado,888,29,511,254,33,32,24,3,2,0,0,20,Totonicapán
,Todos los pueblos,17911,89,3023,5295,4542,2970,1563,406,21,1,1,20,Quetzaltenango
,Maya,8395,21,1035,2405,2267,1549,855,251,12,0,0,20,Quetzaltenango
,Garífuna,1,0,0,1,0,0,0,0,0,0,0,20,Quetzaltenango
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Quetzaltenango
,Mestizo/Ladino,7247,8,787,2354,2127,1232,604,127,7,1,0,20,Quetzaltenango
,Otro,338,1,95,149,33,40,17,3,0,0,0,20,Quetzaltenango
,Ignorado,1930,59,1106,386,115,149,87,25,2,0,1,20,Quetzaltenango
,Todos los pueblos,12066,54,2107,4118,3019,1734,785,238,11,0,0,20,Suchitepéquez
,Maya,3264,0,218,692,1160,723,347,117,7,0,0,20,Suchitepéquez
,Garífuna,1,0,0,0,1,0,0,0,0,0,0,20,Suchitepéquez
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Suchitepéquez
,Mestizo/Ladino,6468,6,812,2458,1763,910,407,109,3,0,0,20,Suchitepéquez
,Otro,387,0,76,288,12,7,2,2,0,0,0,20,Suchitepéquez
,Ignorado,1946,48,1001,680,83,94,29,10,1,0,0,20,Suchitepéquez
,Todos los pueblos,7075,25,1246,2387,1784,1011,489,128,4,1,0,20,Retalhuleu
,Maya,563,0,37,126,185,115,70,29,1,0,0,20,Retalhuleu
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,20,Retalhuleu
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Retalhuleu
,Mestizo/Ladino,5868,4,841,2175,1535,840,382,87,3,1,0,20,Retalhuleu
,Otro,30,0,5,16,4,3,1,1,0,0,0,20,Retalhuleu
,Ignorado,614,21,363,70,60,53,36,11,0,0,0,20,Retalhuleu
,Todos los pueblos,26191,140,4883,8019,6229,3900,2206,755,53,4,2,20,San Marcos
,Maya,7750,1,912,2178,1914,1379,927,411,28,0,0,20,San Marcos
,Garífuna,1,0,0,0,0,0,1,0,0,0,0,20,San Marcos
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,San Marcos
,Mestizo/Ladino,15257,22,2132,5086,4140,2343,1201,309,21,3,0,20,San Marcos
,Otro,282,0,34,199,17,18,12,2,0,0,0,20,San Marcos
,Ignorado,2901,117,1805,556,158,160,65,33,4,1,2,20,San Marcos
,Todos los pueblos,33839,220,6995,10436,7524,4856,2814,923,63,6,2,20,Huehuetenango
,Maya,21278,31,3187,6934,5070,3288,2045,671,46,5,1,20,Huehuetenango
,Garífuna,1,0,0,1,0,0,0,0,0,0,0,20,Huehuetenango
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Huehuetenango
,Mestizo/Ladino,8710,3,1145,2831,2324,1453,710,229,14,1,0,20,Huehuetenango
,Otro,304,0,86,174,18,17,6,2,1,0,0,20,Huehuetenango
,Ignorado,3546,186,2577,496,112,98,53,21,2,0,1,20,Huehuetenango
,Todos los pueblos,28045,135,5197,8606,6539,4193,2404,905,59,7,0,20,Quiche
,Maya,22766,40,3086,6848,5864,3809,2208,849,55,7,0,20,Quiche
,Garífuna,1,0,1,0,0,0,0,0,0,0,0,20,Quiche
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Quiche
,Mestizo/Ladino,1891,1,294,676,486,279,124,28,3,0,0,20,Quiche
,Otro,479,1,36,314,91,16,18,3,0,0,0,20,Quiche
,Ignorado,2908,93,1780,768,98,89,54,25,1,0,0,20,Quiche
,Todos los pueblos,7274,40,1350,2348,1633,1100,604,186,13,0,0,20,Baja Verapaz
,Maya,3975,5,561,1271,998,640,373,121,6,0,0,20,Baja Verapaz
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,20,Baja Verapaz
,Xinka,1,0,0,1,0,0,0,0,0,0,0,20,Baja Verapaz
,Mestizo/Ladino,2123,1,252,680,566,374,190,54,6,0,0,20,Baja Verapaz
,Otro,126,0,19,105,1,1,0,0,0,0,0,20,Baja Verapaz
,Ignorado,1049,34,518,291,68,85,41,11,1,0,0,20,Baja Verapaz
,Todos los pueblos,31582,172,6936,9915,6795,4436,2545,740,43,0,0,20,Alta Verapaz
,Maya,24935,26,3504,8043,6230,4034,2365,693,40,0,0,20,Alta Verapaz
,Garífuna,2,0,0,2,0,0,0,0,0,0,0,20,Alta Verapaz
,Xinka,1,0,0,1,0,0,0,0,0,0,0,20,Alta Verapaz
,Mestizo/Ladino,1477,1,115,458,447,303,119,32,2,0,0,20,Alta Verapaz
,Otro,445,0,164,195,35,36,13,1,1,0,0,20,Alta Verapaz
,Ignorado,4722,145,3153,1216,83,63,48,14,0,0,0,20,Alta Verapaz
,Todos los pueblos,13358,109,2874,4461,2913,1788,942,249,19,3,0,20,Peten
,Maya,3890,11,661,1396,882,563,281,86,10,0,0,20,Peten
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,20,Peten
,Xinka,1,0,0,1,0,0,0,0,0,0,0,20,Peten
,Mestizo/Ladino,8239,12,1275,2912,2009,1209,650,160,9,3,0,20,Peten
,Otro,85,0,12,64,5,2,2,0,0,0,0,20,Peten
,Ignorado,1143,86,926,88,17,14,9,3,0,0,0,20,Peten
,Todos los pueblos,8919,57,1942,3018,1994,1156,581,158,12,0,1,20,Izabal
,Maya,2975,22,673,1025,600,368,217,65,5,0,0,20,Izabal
,Garífuna,30,0,4,12,10,3,0,1,0,0,0,20,Izabal
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Izabal
,Mestizo/Ladino,5183,1,781,1870,1321,760,354,88,7,0,1,20,Izabal
,Otro,59,1,11,33,9,3,2,0,0,0,0,20,Izabal
,Ignorado,672,33,473,78,54,22,8,4,0,0,0,20,Izabal
,Todos los pueblos,5000,30,925,1715,1150,688,368,113,8,0,3,20,Zacapa
,Maya,28,0,0,12,6,4,4,2,0,0,0,20,Zacapa
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,20,Zacapa
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Zacapa
,Mestizo/Ladino,4128,6,502,1365,1124,665,352,106,8,0,0,20,Zacapa
,Otro,128,0,21,92,7,6,2,0,0,0,0,20,Zacapa
,Ignorado,716,24,402,246,13,13,10,5,0,0,3,20,Zacapa
,Todos los pueblos,9693,37,1796,2976,2228,1531,859,249,15,1,1,20,Chiquimula
,Maya,1152,0,37,216,400,274,168,56,1,0,0,20,Chiquimula
,Garífuna,2,0,1,0,0,1,0,0,0,0,0,20,Chiquimula
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Chiquimula
,Mestizo/Ladino,7409,7,1101,2539,1768,1168,638,174,13,1,0,20,Chiquimula
,Otro,122,0,4,93,6,9,5,5,0,0,0,20,Chiquimula
,Ignorado,1008,30,653,128,54,79,48,14,1,0,1,20,Chiquimula
,Todos los pueblos,8457,61,1691,2607,1978,1227,678,205,9,0,1,20,Jalapa
,Maya,721,0,7,30,251,233,158,39,3,0,0,20,Jalapa
,Garífuna,3,0,1,2,0,0,0,0,0,0,0,20,Jalapa
,Xinka,388,0,225,136,12,7,4,4,0,0,0,20,Jalapa
,Mestizo/Ladino,5433,3,643,1621,1617,911,486,147,5,0,0,20,Jalapa
,Otro,450,0,48,357,20,15,4,6,0,0,0,20,Jalapa
,Ignorado,1462,58,767,461,78,61,26,9,1,0,1,20,Jalapa
,Todos los pueblos,9936,41,1657,3097,2536,1514,816,250,25,0,0,20,Jutiapa
,Maya,120,0,0,5,27,50,32,5,1,0,0,20,Jutiapa
,Garífuna,1,0,1,0,0,0,0,0,0,0,0,20,Jutiapa
,Xinka,209,0,89,63,10,23,16,8,0,0,0,20,Jutiapa
,Mestizo/Ladino,8005,3,848,2330,2417,1405,746,233,23,0,0,20,Jutiapa
,Otro,288,0,25,220,28,7,5,2,1,0,0,20,Jutiapa
,Ignorado,1313,38,694,479,54,29,17,2,0,0,0,20,Jutiapa
,Todos los pueblos,223,1,19,43,66,45,39,10,0,0,0,20,Extranjero
,Maya,27,0,1,4,9,8,2,3,0,0,0,20,Extranjero
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,20,Extranjero
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Extranjero
,Mestizo/Ladino,70,0,3,17,17,15,16,2,0,0,0,20,Extranjero
,Otro,8,0,2,3,1,2,0,0,0,0,0,20,Extranjero
,Ignorado,118,1,13,19,39,20,21,5,0,0,0,20,Extranjero
,Todos los pueblos,113,2,5,11,20,4,5,0,0,0,66,20,Ignorado
,Maya,0,0,0,0,0,0,0,0,0,0,0,20,Ignorado
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,20,Ignorado
,Xinka,0,0,0,0,0,0,0,0,0,0,0,20,Ignorado
,Mestizo/Ladino,12,0,1,3,6,1,1,0,0,0,0,20,Ignorado
,Otro,12,0,2,3,5,0,2,0,0,0,0,20,Ignorado
,Ignorado,89,2,2,5,9,3,2,0,0,0,66,20,Ignorado
,Todos los pueblos,345149,1805,60731,105003,83683,54809,29583,8840,577,36,82,21,Todos los departamentos
,Maya,141779,204,18570,40700,37499,24830,14732,4884,337,23,0,21,Todos los departamentos
,Garífuna,68,0,18,26,12,6,5,1,0,0,0,21,Todos los departamentos
,Xinka,1122,0,253,517,109,131,86,25,1,0,0,21,Todos los departamentos
,Mestizo/Ladino,149218,101,17492,44688,42950,26836,13387,3534,217,10,3,21,Todos los departamentos
,Otro,8608,10,622,5546,1277,669,377,97,8,0,2,21,Todos los departamentos
,Ignorado,44354,1490,23776,13526,1836,2337,996,299,14,3,77,21,Todos los departamentos
,Todos los pueblos,51191,131,6183,14619,13748,10007,5068,1365,60,2,8,21,Guatemala
,Maya,6793,2,545,1525,2160,1497,816,236,11,1,0,21,Guatemala
,Garífuna,13,0,3,6,1,2,1,0,0,0,0,21,Guatemala
,Xinka,1,0,1,0,0,0,0,0,0,0,0,21,Guatemala
,Mestizo/Ladino,33862,15,2742,7734,10787,7605,3903,1029,46,1,0,21,Guatemala
,Otro,2927,2,181,2187,243,167,109,37,1,0,0,21,Guatemala
,Ignorado,7595,112,2711,3167,557,736,239,63,2,0,8,21,Guatemala
,Todos los pueblos,3405,12,595,1123,807,536,274,53,5,0,0,21,El Progreso
,Maya,30,0,7,7,9,4,3,0,0,0,0,21,El Progreso
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,21,El Progreso
,Xinka,0,0,0,0,0,0,0,0,0,0,0,21,El Progreso
,Mestizo/Ladino,3151,2,476,1089,779,498,254,48,5,0,0,21,El Progreso
,Otro,29,0,1,14,7,4,1,2,0,0,0,21,El Progreso
,Ignorado,195,10,111,13,12,30,16,3,0,0,0,21,El Progreso
,Todos los pueblos,5813,22,836,1783,1492,987,530,158,5,0,0,21,Sacatepéquez
,Maya,1842,0,157,441,563,391,226,63,1,0,0,21,Sacatepéquez
,Garífuna,1,0,0,1,0,0,0,0,0,0,0,21,Sacatepéquez
,Xinka,0,0,0,0,0,0,0,0,0,0,0,21,Sacatepéquez
,Mestizo/Ladino,2167,1,179,455,745,467,248,70,2,0,0,21,Sacatepéquez
,Otro,374,0,18,171,119,38,21,7,0,0,0,21,Sacatepéquez
,Ignorado,1429,21,482,715,65,91,35,18,2,0,0,21,Sacatepéquez
,Todos los pueblos,14151,34,1963,4172,3671,2523,1328,431,27,2,0,21,Chimaltenango
,Maya,9219,3,778,2448,2761,1843,1024,337,23,2,0,21,Chimaltenango
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,21,Chimaltenango
,Xinka,0,0,0,0,0,0,0,0,0,0,0,21,Chimaltenango
,Mestizo/Ladino,2141,0,177,644,672,407,174,65,2,0,0,21,Chimaltenango
,Otro,286,0,26,217,24,12,7,0,0,0,0,21,Chimaltenango
,Ignorado,2505,31,982,863,214,261,123,29,2,0,0,21,Chimaltenango
,Todos los pueblos,14189,67,2783,4815,3449,1996,854,215,8,0,2,21,Escuintla
,Maya,360,0,18,82,126,86,33,15,0,0,0,21,Escuintla
,Garífuna,2,0,1,0,1,0,0,0,0,0,0,21,Escuintla
,Xinka,0,0,0,0,0,0,0,0,0,0,0,21,Escuintla
,Mestizo/Ladino,10856,1,1359,3450,3219,1833,792,195,6,0,1,21,Escuintla
,Otro,392,1,40,270,43,21,14,1,2,0,0,21,Escuintla
,Ignorado,2579,65,1365,1013,60,56,15,4,0,0,1,21,Escuintla
,Todos los pueblos,7509,45,1456,2447,1783,1062,559,151,6,0,0,21,Santa Rosa
,Maya,70,0,7,19,22,12,8,2,0,0,0,21,Santa Rosa
,Garífuna,3,0,0,2,1,0,0,0,0,0,0,21,Santa Rosa
,Xinka,152,0,36,57,19,20,16,4,0,0,0,21,Santa Rosa
,Mestizo/Ladino,6307,0,750,2219,1701,978,514,140,5,0,0,21,Santa Rosa
,Otro,73,0,9,49,8,2,3,2,0,0,0,21,Santa Rosa
,Ignorado,904,45,654,101,32,50,18,3,1,0,0,21,Santa Rosa
,Todos los pueblos,9602,27,1251,2635,2400,1805,1081,377,25,1,0,21,Sololá
,Maya,8489,10,855,2292,2272,1688,1005,344,22,1,0,21,Sololá
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,21,Sololá
,Xinka,0,0,0,0,0,0,0,0,0,0,0,21,Sololá
,Mestizo/Ladino,258,0,27,70,66,57,30,7,1,0,0,21,Sololá
,Otro,126,1,6,91,19,4,4,0,1,0,0,21,Sololá
,Ignorado,729,16,363,182,43,56,42,26,1,0,0,21,Sololá
,Todos los pueblos,12128,34,1685,3490,3269,2104,1124,397,25,0,0,21,Totonicapán
,Maya,10716,4,1108,3041,3065,2005,1083,385,25,0,0,21,Totonicapán
,Garífuna,2,0,0,2,0,0,0,0,0,0,0,21,Totonicapán
,Xinka,0,0,0,0,0,0,0,0,0,0,0,21,Totonicapán
,Mestizo/Ladino,304,0,21,123,91,50,18,1,0,0,0,21,Totonicapán
,Otro,159,0,5,46,77,20,5,6,0,0,0,21,Totonicapán
,Ignorado,947,30,551,278,36,29,18,5,0,0,0,21,Totonicapán
,Todos los pueblos,17875,79,2994,5173,4530,3025,1629,408,36,0,1,21,Quetzaltenango
,Maya,8243,13,971,2199,2292,1578,909,260,21,0,0,21,Quetzaltenango
