Departamento de ocurrencia,Pueblo de pertenencia de la madre,Total,Menos de 15,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 y más,Ignorado,Anio,Departamento de residencia
Huehuetenango,Todos los grupos étnicos,36588,278,7990,10426,7954,5568,3075,1093,158,41,5,11,
Huehuetenango,Indígena,23207,148,4687,6564,4998,3703,2177,781,122,27,0,11,
Huehuetenango,No indígena,9955,46,1995,3120,2349,1475,698,234,30,7,1,11,
Huehuetenango,Ignorado,3426,84,1308,742,607,390,200,78,6,7,4,11,
Huehuetenango,Todos los grupos étnicos,11370,86,2526,3424,2575,1649,813,262,32,0,3,11,
Huehuetenango,Indígena,4074,26,885,1202,867,608,348,125,13,0,0,11,
Huehuetenango,No indígena,5748,29,1193,1824,1374,833,372,107,16,0,0,11,
Huehuetenango,Ignorado,1548,31,448,398,334,208,93,30,3,0,3,11,
Huehuetenango,Todos los grupos étnicos,23819,178,5167,6623,5099,3696,2119,780,115,40,2,11,
Huehuetenango,Indígena,18182,112,3630,5108,3937,2934,1717,617,101,26,0,11,
Huehuetenango,No indígena,3871,16,738,1187,905,586,301,118,12,7,1,11,
Huehuetenango,Ignorado,1766,50,799,328,257,176,101,45,2,7,1,11,
Huehuetenango,Todos los grupos étnicos,1399,14,297,379,280,223,143,51,11,1,0,11,
Huehuetenango,Indígena,951,10,172,254,194,161,112,39,8,1,0,11,
Huehuetenango,No indígena,336,1,64,109,70,56,25,9,2,0,0,11,
Huehuetenango,Ignorado,112,3,61,16,16,6,6,3,1,0,0,11,
Quiché,Todos los grupos étnicos,28742,185,5900,7785,6000,4722,2922,1087,106,28,7,11,
Quiché,Indígena,24929,143,4830,6726,5235,4237,2652,988,94,24,0,11,
Quiché,No indígena,2074,6,450,702,471,260,133,45,5,2,0,11,
Quiché,Ignorado,1739,36,620,357,294,225,137,54,7,2,7,11,
Quiché,Todos los grupos étnicos,8835,59,2024,2505,1812,1316,800,296,18,5,0,11,
Quiché,Indígena,6803,41,1504,1882,1369,1062,669,256,16,4,0,11,
Quiché,No indígena,1381,3,282,488,334,162,81,28,2,1,0,11,
Quiché,Ignorado,651,15,238,135,109,92,50,12,0,0,0,11,
Quiché,Todos los grupos étnicos,19537,123,3791,5192,4114,3342,2083,781,85,23,3,11,
Quiché,Indígena,17818,100,3254,4773,3803,3119,1950,724,75,20,0,11,
Quiché,No indígena,653,2,165,198,130,91,48,15,3,1,0,11,
Quiché,Ignorado,1066,21,372,221,181,132,85,42,7,2,3,11,
Quiché,Todos los grupos étnicos,370,3,85,88,74,64,39,10,3,0,4,11,
Quiché,Indígena,308,2,72,71,63,56,33,8,3,0,0,11,
Quiché,No indígena,40,1,3,16,7,7,4,2,0,0,0,11,
Quiché,Ignorado,22,0,10,1,4,1,2,0,0,0,4,11,
Baja Verapaz,Todos los grupos étnicos,7232,61,1598,2127,1596,1012,593,218,17,8,2,11,
Baja Verapaz,Indígena,4105,33,857,1180,903,613,364,135,11,7,2,11,
Baja Verapaz,No indígena,2064,7,395,681,474,273,162,67,5,0,0,11,
Baja Verapaz,Ignorado,1063,21,346,266,219,126,67,16,1,1,0,11,
Baja Verapaz,Todos los grupos étnicos,3636,28,814,1122,842,483,254,85,5,3,0,11,
Baja Verapaz,Indígena,1572,12,339,466,355,229,126,40,2,3,0,11,
Baja Verapaz,No indígena,1328,5,253,452,326,170,87,33,2,0,0,11,
Baja Verapaz,Ignorado,736,11,222,204,161,84,41,12,1,0,0,11,
Baja Verapaz,Todos los grupos étnicos,3517,33,766,985,735,519,331,130,11,5,2,11,
Baja Verapaz,Indígena,2525,21,516,712,546,384,236,95,9,4,2,11,
Baja Verapaz,No indígena,673,2,129,214,133,93,69,31,2,0,0,11,
Baja Verapaz,Ignorado,319,10,121,59,56,42,26,4,0,1,0,11,
Baja Verapaz,Todos los grupos étnicos,79,0,18,20,19,10,8,3,1,0,0,11,
Baja Verapaz,Indígena,8,0,2,2,2,0,2,0,0,0,0,11,
Baja Verapaz,No indígena,63,0,13,15,15,10,6,3,1,0,0,11,
Baja Verapaz,Ignorado,8,0,3,3,2,0,0,0,0,0,0,11,
Alta Verapaz,Todos los grupos étnicos,33244,286,7227,9457,7209,5080,2867,962,116,27,13,11,
Alta Verapaz,Indígena,30030,253,6459,8492,6513,4627,2642,907,101,25,11,11,
Alta Verapaz,No indígena,1829,6,328,600,456,273,131,25,9,0,1,11,
Alta Verapaz,Ignorado,1385,27,440,365,240,180,94,30,6,2,1,11,
Alta Verapaz,Todos los grupos étnicos,15632,146,3556,4512,3390,2287,1296,384,47,6,8,11,
Alta Verapaz,Indígena,13532,127,3124,3847,2908,1974,1147,355,37,6,7,11,
Alta Verapaz,No indígena,1562,5,264,508,395,247,114,20,8,0,1,11,
Alta Verapaz,Ignorado,538,14,168,157,87,66,35,9,2,0,0,11,
Alta Verapaz,Todos los grupos étnicos,17431,138,3642,4886,3784,2760,1556,571,69,20,5,11,
Alta Verapaz,Indígena,16330,124,3310,4590,3573,2621,1480,546,64,18,4,11,
Alta Verapaz,No indígena,257,1,60,90,58,25,17,5,1,0,0,11,
Alta Verapaz,Ignorado,844,13,272,206,153,114,59,20,4,2,1,11,
Alta Verapaz,Todos los grupos étnicos,181,2,29,59,35,33,15,7,0,1,0,11,
Alta Verapaz,Indígena,168,2,25,55,32,32,15,6,0,1,0,11,
Alta Verapaz,No indígena,10,0,4,2,3,1,0,0,0,0,0,11,
Alta Verapaz,Ignorado,3,0,0,2,0,0,0,1,0,0,0,11,
Petén,Todos los grupos étnicos,14378,250,3613,4115,2955,1923,1053,358,79,21,11,11,
Petén,Indígena,4624,74,1130,1244,930,668,390,138,38,9,3,11,
Petén,No indígena,8970,156,2247,2691,1866,1144,614,199,36,11,6,11,
Petén,Ignorado,784,20,236,180,159,111,49,21,5,1,2,11,
Petén,Todos los grupos étnicos,7492,127,1813,2274,1596,1017,472,164,22,3,4,11,
Petén,Indígena,1460,24,374,389,297,214,112,42,6,0,2,11,
Petén,No indígena,5538,88,1308,1760,1191,732,330,110,14,3,2,11,
Petén,Ignorado,494,15,131,125,108,71,30,12,2,0,0,11,
Petén,Todos los grupos étnicos,6825,122,1787,1820,1347,897,578,193,57,18,6,11,
Petén,Indígena,3159,50,755,855,631,452,278,96,32,9,1,11,
Petén,No indígena,3381,68,927,911,665,407,281,88,22,8,4,11,
Petén,Ignorado,285,4,105,54,51,38,19,9,3,1,1,11,
Petén,Todos los grupos étnicos,61,1,13,21,12,9,3,1,0,0,1,11,
Petén,Indígena,5,0,1,0,2,2,0,0,0,0,0,11,
Petén,No indígena,51,0,12,20,10,5,3,1,0,0,0,11,
Petén,Ignorado,5,1,0,1,0,2,0,0,0,0,1,11,
Izabal,Todos los grupos étnicos,9803,136,2360,2865,2126,1334,712,230,29,5,6,11,
Izabal,Indígena,3239,42,784,921,647,484,258,91,11,1,0,11,
Izabal,No indígena,5694,69,1359,1687,1286,753,392,127,14,4,3,11,
Izabal,Ignorado,870,25,217,257,193,97,62,12,4,0,3,11,
Izabal,Todos los grupos étnicos,6041,83,1461,1808,1381,808,384,110,2,2,2,11,
Izabal,Indígena,1305,23,338,357,267,180,101,38,1,0,0,11,
Izabal,No indígena,4065,36,961,1249,961,552,241,62,1,2,0,11,
Izabal,Ignorado,671,24,162,202,153,76,42,10,0,0,2,11,
Izabal,Todos los grupos étnicos,3736,51,894,1047,739,525,328,118,27,3,4,11,
Izabal,Indígena,1926,19,443,563,377,303,157,53,10,1,0,11,
Izabal,No indígena,1611,31,396,429,322,201,151,63,13,2,3,11,
Izabal,Ignorado,199,1,55,55,40,21,20,2,4,0,1,11,
Izabal,Todos los grupos étnicos,26,2,5,10,6,1,0,2,0,0,0,11,
Izabal,Indígena,8,0,3,1,3,1,0,0,0,0,0,11,
Izabal,No indígena,18,2,2,9,3,0,0,2,0,0,0,11,
Izabal,Ignorado,0,0,0,0,0,0,0,0,0,0,0,11,
Zacapa,Todos los grupos étnicos,6317,87,1460,1860,1474,829,449,138,13,4,3,11,
Zacapa,Indígena,44,1,9,14,12,4,2,2,0,0,0,11,
Zacapa,No indígena,5667,71,1269,1683,1341,737,420,128,13,4,1,11,
Zacapa,Ignorado,606,15,182,163,121,88,27,8,0,0,2,11,
Zacapa,Todos los grupos étnicos,4932,64,1164,1500,1171,635,303,87,6,1,1,11,
Zacapa,Indígena,39,1,6,14,11,4,2,1,0,0,0,11,
Zacapa,No indígena,4399,52,1019,1353,1057,550,281,79,6,1,1,11,
Zacapa,Ignorado,494,11,139,133,103,81,20,7,0,0,0,11,
Zacapa,Todos los grupos étnicos,1295,22,278,334,285,178,142,47,5,3,1,11,
Zacapa,Indígena,5,0,3,0,1,0,0,1,0,0,0,11,
Zacapa,No indígena,1180,18,232,304,267,171,135,45,5,3,0,11,
Zacapa,Ignorado,110,4,43,30,17,7,7,1,0,0,1,11,
Zacapa,Todos los grupos étnicos,90,1,18,26,18,16,4,4,2,0,1,11,
Zacapa,Indígena,0,0,0,0,0,0,0,0,0,0,0,11,
Zacapa,No indígena,88,1,18,26,17,16,4,4,2,0,0,11,
Zacapa,Ignorado,2,0,0,0,1,0,0,0,0,0,1,11,
Chiquimula,Todos los grupos étnicos,11118,127,2215,3203,2550,1710,949,308,42,6,8,11,
Chiquimula,Indígena,2350,29,448,608,543,399,230,73,17,3,0,11,
Chiquimula,No indígena,7345,64,1467,2220,1664,1095,613,201,18,2,1,11,
Chiquimula,Ignorado,1423,34,300,375,343,216,106,34,7,1,7,11,
Chiquimula,Todos los grupos étnicos,5308,58,1097,1672,1227,760,371,114,5,1,3,11,
Chiquimula,Indígena,430,7,91,125,77,71,45,14,0,0,0,11,
Chiquimula,No indígena,3943,29,788,1291,940,543,265,83,3,1,0,11,
Chiquimula,Ignorado,935,22,218,256,210,146,61,17,2,0,3,11,
Chiquimula,Todos los grupos étnicos,5360,66,1047,1417,1215,865,532,182,30,3,3,11,
Chiquimula,Indígena,1613,20,319,401,386,271,153,50,11,2,0,11,
Chiquimula,No indígena,3284,34,654,899,702,528,337,115,14,0,1,11,
Chiquimula,Ignorado,463,12,74,117,127,66,42,17,5,1,2,11,
Chiquimula,Todos los grupos étnicos,450,3,71,114,108,85,46,12,7,2,2,11,
Chiquimula,Indígena,307,2,38,82,80,57,32,9,6,1,0,11,
Chiquimula,No indígena,118,1,25,30,22,24,11,3,1,1,0,11,
Chiquimula,Ignorado,25,0,8,2,6,4,3,0,0,0,2,11,
Jalapa,Todos los grupos étnicos,8573,80,1884,2372,1911,1257,759,281,26,2,1,11,
Jalapa,Indígena,1715,1,161,459,423,336,231,96,7,1,0,11,
Jalapa,No indígena,5260,23,1158,1544,1202,747,426,146,13,1,0,11,
Jalapa,Ignorado,1598,56,565,369,286,174,102,39,6,0,1,11,
Jalapa,Todos los grupos étnicos,5213,59,1265,1476,1079,725,424,169,16,0,0,11,
Jalapa,Indígena,721,1,69,193,151,140,109,52,6,0,0,11,
Jalapa,No indígena,3265,16,777,994,693,452,239,86,8,0,0,11,
Jalapa,Ignorado,1227,42,419,289,235,133,76,31,2,0,0,11,
Jalapa,Todos los grupos étnicos,3307,21,607,884,818,524,332,108,10,2,1,11,
Jalapa,Indígena,967,0,90,258,266,191,119,41,1,1,0,11,
Jalapa,No indígena,1978,7,378,546,502,293,187,59,5,1,0,11,
Jalapa,Ignorado,362,14,139,80,50,40,26,8,4,0,1,11,
Jalapa,Todos los grupos étnicos,53,0,12,12,14,8,3,4,0,0,0,11,
Jalapa,Indígena,27,0,2,8,6,5,3,3,0,0,0,11,
Jalapa,No indígena,17,0,3,4,7,2,0,1,0,0,0,11,
Jalapa,Ignorado,9,0,7,0,1,1,0,0,0,0,0,11,
Jutiapa,Todos los grupos étnicos,10524,89,2268,3030,2344,1535,910,299,36,12,1,11,
Jutiapa,Indígena,323,0,40,82,84,57,41,17,1,1,0,11,
Jutiapa,No indígena,8480,46,1633,2570,1931,1266,742,253,31,8,0,11,
Jutiapa,Ignorado,1721,43,595,378,329,212,127,29,4,3,1,11,
Jutiapa,Todos los grupos étnicos,7403,58,1623,2172,1678,1065,618,170,15,4,0,11,
Jutiapa,Indígena,200,0,25,49,54,31,27,12,1,1,0,11,
Jutiapa,No indígena,5809,26,1142,1805,1343,853,489,137,11,3,0,11,
Jutiapa,Ignorado,1394,32,456,318,281,181,102,21,3,0,0,11,
Jutiapa,Todos los grupos étnicos,2843,25,584,785,608,432,263,117,21,7,1,11,
Jutiapa,Indígena,120,0,13,33,30,25,14,5,0,0,0,11,
Jutiapa,No indígena,2407,14,441,693,531,376,224,104,20,4,0,11,
Jutiapa,Ignorado,316,11,130,59,47,31,25,8,1,3,1,11,
Jutiapa,Todos los grupos étnicos,278,6,61,73,58,38,29,12,0,1,0,11,
Jutiapa,Indígena,3,0,2,0,0,1,0,0,0,0,0,11,
Jutiapa,No indígena,264,6,50,72,57,37,29,12,0,1,0,11,
Jutiapa,Ignorado,11,0,9,1,1,0,0,0,0,0,0,11,
Todos los departamentos,Todos los grupos étnicos,388613,3014,81661,113484,87530,59982,31268,10225,1084,243,122,12,
Todos los departamentos,Indigena,170928,969,32940,48461,38078,27740,16216,5741,614,141,28,12,
Todos los departamentos,No indigena,179287,1074,35793,56539,42055,27037,12600,3692,384,82,31,12,
Todos los departamentos,Ignorado,38398,971,12928,8484,7397,5205,2452,792,86,20,63,12,
Guatemala,Todos los grupos étnicos,64478,240,10326,19601,16395,11403,5033,1334,107,12,27,12,
Guatemala,Indigena,8943,11,1229,2750,2256,1578,809,283,24,2,1,12,
Guatemala,No indigena,46546,130,7349,14429,11924,8191,3565,869,66,9,14,12,
Guatemala,Ignorado,8989,99,1748,2422,2215,1634,659,182,17,1,12,12,
El Progreso,Todos los grupos étnicos,4042,36,865,1270,938,565,273,78,15,2,0,12,
El Progreso,Indigena,23,0,5,9,4,2,2,1,0,0,0,12,
El Progreso,No indigena,3476,24,728,1102,823,485,229,71,13,1,0,12,
El Progreso,Ignorado,543,12,132,159,111,78,42,6,2,1,0,12,
Sacatepequez,Todos los grupos étnicos,6988,29,1242,2115,1751,1187,490,158,13,1,2,12,
Sacatepequez,Indigena,2694,11,460,803,649,494,190,77,10,0,0,12,
Sacatepequez,No indigena,3257,6,584,1029,838,516,223,59,1,1,0,12,
Sacatepequez,Ignorado,1037,12,198,283,264,177,77,22,2,0,2,12,
Chimaltenango,Todos los grupos étnicos,15868,45,2620,4569,3750,2828,1486,498,63,3,6,12,
Chimaltenango,Indigena,11450,7,1665,3277,2738,2101,1184,423,50,2,3,12,
Chimaltenango,No indigena,2602,8,441,871,634,439,169,36,3,0,1,12,
Chimaltenango,Ignorado,1816,30,514,421,378,288,133,39,10,1,2,12,
Escuintla,Todos los grupos étnicos,16454,156,4183,5386,3529,2029,895,242,27,4,3,12,
Escuintla,Indigena,523,3,74,180,124,84,36,18,3,1,0,12,
Escuintla,No indigena,14250,112,3478,4828,3066,1772,769,198,22,3,2,12,
Escuintla,Ignorado,1681,41,631,378,339,173,90,26,2,0,1,12,
Santa Rosa,Todos los grupos étnicos,9601,92,2207,2880,2138,1360,670,226,24,3,1,12,
Santa Rosa,Indigena,84,1,12,22,19,17,9,3,1,0,0,12,
Santa Rosa,No indigena,8275,57,1718,2620,1896,1177,589,196,18,3,1,12,
Santa Rosa,Ignorado,1242,34,477,238,223,166,72,27,5,0,0,12,
Solola,Todos los grupos étnicos,9871,41,1773,2678,2223,1732,1034,361,24,3,2,12,
Solola,Indigena,9380,32,1645,2549,2113,1659,1004,350,24,3,1,12,
Solola,No indigena,247,1,36,78,68,46,14,4,0,0,0,12,
Solola,Ignorado,244,8,92,51,42,27,16,7,0,0,1,12,
Totonicapan,Todos los grupos étnicos,12195,55,2189,3423,2707,2036,1228,491,44,19,3,12,
Totonicapan,Indigena,11019,28,1690,3213,2502,1924,1143,455,42,19,3,12,
Totonicapan,No indigena,235,0,40,74,68,28,17,8,0,0,0,12,
Totonicapan,Ignorado,941,27,459,136,137,84,68,28,2,0,0,12,
Quetzaltenango,Todos los grupos étnicos,21031,148,4823,6141,4609,3096,1580,558,63,9,4,12,
Quetzaltenango,Indigena,9408,32,1905,2811,2051,1446,811,308,40,4,0,12,
Quetzaltenango,No indigena,8377,46,1798,2666,1917,1200,550,180,14,4,2,12,
Quetzaltenango,Ignorado,3246,70,1120,664,641,450,219,70,9,1,2,12,
Suchitepequez,Todos los grupos étnicos,14147,113,3097,4304,3295,2004,1024,280,25,5,0,12,
Suchitepequez,Indigena,5897,25,1055,1751,1424,942,531,157,10,2,0,12,
Suchitepequez,No indigena,6693,32,1440,2214,1571,903,411,105,14,3,0,12,
Suchitepequez,Ignorado,1557,56,602,339,300,159,82,18,1,0,0,12,
Retalhuleu,Todos los grupos étnicos,8207,61,1861,2632,1799,1126,528,182,11,3,4,12,
Retalhuleu,Indigena,932,3,136,276,219,173,82,38,3,2,0,12,
Retalhuleu,No indigena,5659,24,1213,1916,1271,754,359,113,5,1,3,12,
Retalhuleu,Ignorado,1616,34,512,440,309,199,87,31,3,0,1,12,
San Marcos,Todos los grupos étnicos,30389,249,6797,8957,6417,4450,2497,860,121,37,4,12,
San Marcos,Indigena,10493,69,1870,2940,2231,1753,1144,415,53,16,2,12,
San Marcos,No indigena,16599,89,3614,5322,3679,2305,1154,370,54,12,0,12,
San Marcos,Ignorado,3297,91,1313,695,507,392,199,75,14,9,2,12,
Huehuetenango,Todos los grupos étnicos,38477,274,8764,11179,8261,5651,3079,1097,128,41,3,12,
Huehuetenango,Indigena,24778,141,5248,7120,5373,3795,2193,786,92,29,1,12,
Huehuetenango,No indigena,10600,40,2036,3532,2468,1530,701,253,29,11,0,12,
Huehuetenango,Ignorado,3099,93,1480,527,420,326,185,58,7,1,2,12,
Quiche,Todos los grupos étnicos,29590,209,6280,8060,6131,4641,3088,1040,103,31,7,12,
Quiche,Indigena,26035,154,5214,7151,5433,4136,2861,958,92,30,6,12,
Quiche,No indigena,2237,18,499,684,497,353,134,43,8,0,1,12,
Quiche,Ignorado,1318,37,567,225,201,152,93,39,3,1,0,12,
Baja Verapaz,Todos los grupos étnicos,7951,53,1738,2326,1773,1231,596,196,28,9,1,12,
Baja Verapaz,Indigena,4412,17,870,1283,1027,687,378,122,21,6,1,12,
Baja Verapaz,No indigena,2570,9,485,824,590,425,176,53,6,2,0,12,
Baja Verapaz,Ignorado,969,27,383,219,156,119,42,21,1,1,0,12,
Alta Verapaz,Todos los grupos étnicos,34986,332,7886,9706,7693,5386,2889,958,113,20,3,12,
Alta Verapaz,Indigena,32139,301,7208,8844,7068,4969,2707,916,106,18,2,12,
Alta Verapaz,No indigena,1937,9,334,650,485,304,126,24,4,1,0,12,
Alta Verapaz,Ignorado,910,22,344,212,140,113,56,18,3,1,1,12,
Peten,Todos los grupos étnicos,15353,306,3986,4257,3146,2094,1106,374,61,17,6,12,
Peten,Indigena,4841,68,1197,1289,1016,694,416,134,16,7,4,12,
Peten,No indigena,9759,179,2435,2871,2006,1332,657,225,44,9,1,12,
Peten,Ignorado,753,59,354,97,124,68,33,15,1,1,1,12,
Izabal,Todos los grupos étnicos,10122,154,2456,3011,2174,1349,708,235,23,8,4,12,
Izabal,Indigena,3290,46,806,953,667,452,253,98,12,0,3,12,
Izabal,No indigena,6167,77,1410,1912,1378,833,416,122,11,7,1,12,
Izabal,Ignorado,665,31,240,146,129,64,39,15,0,1,0,12,
Zacapa,Todos los grupos étnicos,6129,76,1367,1837,1378,892,441,123,12,2,1,12,
Zacapa,Indigena,30,1,2,17,5,4,1,0,0,0,0,12,
Zacapa,No indigena,5642,53,1160,1730,1303,854,412,116,12,2,0,12,
Zacapa,Ignorado,457,22,205,90,70,34,28,7,0,0,1,12,
Chiquimula,Todos los grupos étnicos,11488,132,2389,3215,2691,1748,954,325,25,4,5,12,
Chiquimula,Indigena,2411,14,448,625,610,399,219,87,9,0,0,12,
Chiquimula,No indigena,7787,74,1576,2296,1804,1165,646,207,13,4,2,12,
Chiquimula,Ignorado,1290,44,365,294,277,184,89,31,3,0,3,12,
Jalapa,Todos los grupos étnicos,9284,88,2143,2504,2102,1411,719,296,20,0,1,12,
Jalapa,Indigena,1832,5,185,501,469,362,203,102,5,0,0,12,
Jalapa,No indigena,6084,31,1357,1761,1416,898,442,164,14,0,1,12,
Jalapa,Ignorado,1368,52,601,242,217,151,74,30,1,0,0,12,
Jutiapa,Todos los grupos étnicos,11789,125,2648,3389,2600,1735,934,312,34,10,2,12,
Jutiapa,Indigena,313,0,16,97,80,69,40,10,1,0,0,12,
Jutiapa,No indigena,10196,55,2049,3104,2330,1509,831,275,33,9,1,12,
Jutiapa,Ignorado,1280,70,583,188,190,157,63,27,0,1,1,12,
Extranjero,Todos los grupos étnicos,139,0,21,44,29,27,16,1,0,0,1,12,
Extranjero,Indigena,0,0,0,0,0,0,0,0,0,0,0,12,
Extranjero,No indigena,91,0,13,26,23,18,10,1,0,0,0,12,
Extranjero,Ignorado,48,0,8,18,6,9,6,0,0,0,1,12,
Ignorado,Todos los grupos étnicos,34,0,0,0,1,1,0,0,0,0,32,12,
Ignorado,Indigena,1,0,0,0,0,0,0,0,0,0,1,12,
Ignorado,No indigena,1,0,0,0,0,0,0,0,0,0,1,12,
Ignorado,Ignorado,32,0,0,0,1,1,0,0,0,0,30,12,
Todos los departamentos,Todos los pueblos,387342,1914,72317,114365,89052,61707,34271,12105,1254,199,158,13,
Todos los departamentos,Maya,170389,525,27137,49987,38909,28386,17642,6930,755,110,8,13,
Todos los departamentos,Garifuna,108,0,17,33,29,15,11,3,0,0,0,13,
Todos los departamentos,Xinca,163,0,4,40,55,28,26,10,0,0,0,13,
Todos los departamentos,Mestizo/Ladino,186902,604,29730,59404,46269,30623,15104,4617,442,80,29,13,
Todos los departamentos,Otro,1564,1,203,495,367,284,153,54,7,0,0,13,
Todos los departamentos,Ignorado,28216,784,15226,4406,3423,2371,1335,491,50,9,121,13,
Guatemala,Todos los pueblos,65920,190,9552,19575,16836,12038,6018,1541,117,12,41,13,
Guatemala,Maya,9176,5,876,2809,2423,1702,984,345,30,2,0,13,
Guatemala,Garifuna,14,0,0,2,5,5,2,0,0,0,0,13,
Guatemala,Xinca,1,0,0,0,1,0,0,0,0,0,0,13,
Guatemala,Mestizo/Ladino,51392,88,6599,15498,13600,9705,4689,1116,82,9,6,13,
Guatemala,Otro,117,0,11,47,18,25,12,4,0,0,0,13,
Guatemala,Ignorado,5220,97,2066,1219,789,601,331,76,5,1,35,13,
El Progreso,Todos los pueblos,4202,20,821,1236,1016,676,285,132,13,2,1,13,
El Progreso,Maya,39,0,9,14,4,5,6,1,0,0,0,13,
El Progreso,Garifuna,0,0,0,0,0,0,0,0,0,0,0,13,
El Progreso,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
El Progreso,Mestizo/Ladino,3769,15,676,1148,929,614,256,116,12,2,1,13,
El Progreso,Otro,4,0,0,1,1,1,1,0,0,0,0,13,
El Progreso,Ignorado,390,5,136,73,82,56,22,15,1,0,0,13,
Sacatepequez,Todos los pueblos,7004,14,1112,2059,1851,1177,593,180,13,1,4,13,
Sacatepequez,Maya,2727,3,415,779,711,483,237,92,7,0,0,13,
Sacatepequez,Garifuna,1,0,0,0,1,0,0,0,0,0,0,13,
Sacatepequez,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Sacatepequez,Mestizo/Ladino,3206,4,432,1015,880,547,264,56,6,1,1,13,
Sacatepequez,Otro,382,0,48,119,103,66,35,11,0,0,0,13,
Sacatepequez,Ignorado,688,7,217,146,156,81,57,21,0,0,3,13,
Chimaltenango,Todos los pueblos,15755,28,2188,4578,3843,2827,1656,587,46,2,0,13,
Chimaltenango,Maya,11849,2,1233,3519,2959,2224,1365,502,43,2,0,13,
Chimaltenango,Garifuna,0,0,0,0,0,0,0,0,0,0,0,13,
Chimaltenango,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Chimaltenango,Mestizo/Ladino,2623,2,345,849,700,471,203,53,0,0,0,13,
Chimaltenango,Otro,39,0,4,13,12,6,3,1,0,0,0,13,
Chimaltenango,Ignorado,1244,24,606,197,172,126,85,31,3,0,0,13,
Escuintla,Todos los pueblos,16401,120,3664,5427,3758,2120,1000,289,12,4,7,13,
Escuintla,Maya,544,0,48,162,149,102,60,20,2,1,0,13,
Escuintla,Garifuna,2,0,0,1,0,0,1,0,0,0,0,13,
Escuintla,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Escuintla,Mestizo/Ladino,14890,97,3061,5094,3506,1950,906,262,10,3,1,13,
Escuintla,Otro,72,0,13,27,14,12,6,0,0,0,0,13,
Escuintla,Ignorado,893,23,542,143,89,56,27,7,0,0,6,13,
Santa Rosa,Todos los pueblos,9478,59,2009,2908,2136,1331,742,262,29,1,1,13,
Santa Rosa,Maya,97,1,10,32,23,20,7,4,0,0,0,13,
Santa Rosa,Garifuna,1,0,0,0,1,0,0,0,0,0,0,13,
Santa Rosa,Xinca,20,0,2,4,10,2,1,1,0,0,0,13,
Santa Rosa,Mestizo/Ladino,8150,15,1236,2726,1975,1240,692,238,27,0,1,13,
Santa Rosa,Otro,9,0,0,3,4,1,0,1,0,0,0,13,
Santa Rosa,Ignorado,1201,43,761,143,123,68,42,18,2,1,0,13,
Solola,Todos los pueblos,10051,31,1483,2725,2313,1829,1175,436,56,2,1,13,
Solola,Maya,9530,24,1308,2619,2202,1748,1142,431,53,2,1,13,
Solola,Garifuna,0,0,0,0,0,0,0,0,0,0,0,13,
Solola,Xinca,1,0,0,1,0,0,0,0,0,0,0,13,
Solola,Mestizo/Ladino,267,1,31,71,80,54,24,4,2,0,0,13,
Solola,Otro,19,0,0,4,4,7,3,0,1,0,0,13,
Solola,Ignorado,234,6,144,30,27,20,6,1,0,0,0,13,
Totonicapan,Todos los pueblos,12239,36,1914,3558,2785,2100,1270,505,58,12,1,13,
Totonicapan,Maya,11295,18,1442,3410,2648,2009,1212,489,55,11,1,13,
Totonicapan,Garifuna,3,0,0,2,1,0,0,0,0,0,0,13,
Totonicapan,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Totonicapan,Mestizo/Ladino,215,0,34,65,63,34,15,4,0,0,0,13,
Totonicapan,Otro,108,0,32,22,22,21,7,3,1,0,0,13,
Totonicapan,Ignorado,618,18,406,59,51,36,36,9,2,1,0,13,
Quetzaltenango,Todos los pueblos,20265,101,4004,6178,4581,3102,1614,595,65,13,12,13,
Quetzaltenango,Maya,9471,20,1542,3056,2127,1463,868,348,39,6,2,13,
Quetzaltenango,Garifuna,3,0,0,1,1,1,0,0,0,0,0,13,
Quetzaltenango,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Quetzaltenango,Mestizo/Ladino,8579,21,1321,2768,2153,1440,648,203,19,6,0,13,
Quetzaltenango,Otro,139,0,15,47,39,27,9,2,0,0,0,13,
Quetzaltenango,Ignorado,2073,60,1126,306,261,171,89,42,7,1,10,13,
Suchitepequez,Todos los pueblos,13920,70,2711,4301,3296,2088,1033,384,29,3,5,13,
Suchitepequez,Maya,5669,14,778,1743,1419,951,515,229,18,2,0,13,
Suchitepequez,Garifuna,2,0,0,1,0,1,0,0,0,0,0,13,
Suchitepequez,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Suchitepequez,Mestizo/Ladino,6801,22,1157,2312,1688,1016,463,131,10,1,1,13,
Suchitepequez,Otro,27,0,1,13,6,4,1,2,0,0,0,13,
Suchitepequez,Ignorado,1421,34,775,232,183,116,54,22,1,0,4,13,
Retalhuleu,Todos los pueblos,8158,43,1709,2596,1802,1174,589,217,25,2,1,13,
Retalhuleu,Maya,956,0,95,319,236,153,110,37,6,0,0,13,
